image_name,eosx,eosy,eos_size_normalized,orig_w,orig_h,eos_size,diag
Type_1/1061.jpg,1192.772458,1764.797835,0.011899,2448.000000,3264.000000,48.547823,4080.000000
Type_1/685.jpg,1487.046138,2234.458256,0.031059,3096.000000,4128.000000,160.266459,5160.000000
Type_1/895.jpg,1238.628552,1170.685193,0.015028,2448.000000,3264.000000,61.313025,4080.000000
Type_1/346.jpg,1426.136308,1340.840430,0.070613,3096.000000,4128.000000,364.361347,5160.000000
Type_1/846.jpg,1062.823816,1699.356637,0.022332,2448.000000,3264.000000,91.114328,4080.000000
Type_1/732.jpg,1663.597187,1672.883828,0.037657,3120.000000,4160.000000,195.814169,5200.000000
Type_1/814.jpg,886.708837,1893.392152,0.089131,2448.000000,3264.000000,363.654867,4080.000000
Type_1/10.jpg,1551.585264,2727.145028,0.073958,3096.000000,4128.000000,381.625223,5160.000000
Type_1/580.jpg,1504.516357,2415.770795,0.026303,3096.000000,4128.000000,135.725945,5160.000000
Type_1/1168.jpg,1663.514684,2067.698110,0.121998,3096.000000,4128.000000,629.511742,5160.000000
Type_1/139.jpg,1620.713041,2006.222457,0.024104,3096.000000,4128.000000,124.374265,5160.000000
Type_1/700.jpg,1475.609988,1619.864205,0.010710,3096.000000,4128.000000,55.262741,5160.000000
Type_1/889.jpg,1907.695261,2779.046757,0.059866,3096.000000,4128.000000,308.910920,5160.000000
Type_1/709.jpg,1148.299446,2176.304140,0.008211,2448.000000,3264.000000,33.499603,4080.000000
Type_1/653.jpg,1428.477324,3577.041078,0.026802,3096.000000,4128.000000,138.297527,5160.000000
Type_1/516.jpg,1523.594246,2177.554583,0.076088,3096.000000,4128.000000,392.615895,5160.000000
Type_1/562.jpg,1647.029626,2407.753155,0.109357,3096.000000,4128.000000,564.284532,5160.000000
Type_1/833.jpg,266.597933,352.846386,0.055102,480.000000,640.000000,44.081820,800.000000
Type_1/446.jpg,1070.916975,1541.113137,0.037529,2448.000000,3264.000000,153.116318,4080.000000
Type_1/0.jpg,1369.489824,1529.892868,0.022659,2448.000000,3264.000000,92.447595,4080.000000
Type_1/518.jpg,1495.816053,1078.383841,0.106364,3096.000000,4128.000000,548.838422,5160.000000
Type_1/1288.jpg,1579.649335,1646.829513,0.078452,2448.000000,3264.000000,320.082335,4080.000000
Type_1/57.jpg,1004.212430,1292.942466,0.072329,3096.000000,4128.000000,373.219242,5160.000000
Type_1/308.jpg,920.029642,966.690444,0.019610,2448.000000,3264.000000,80.009186,4080.000000
Type_1/536.jpg,1315.651624,1897.633075,0.019239,2448.000000,3264.000000,78.496926,4080.000000
Type_1/1274.jpg,1282.422643,915.002068,0.026582,3096.000000,4128.000000,137.162306,5160.000000
Type_1/783.jpg,1412.223908,1747.774044,0.019731,2448.000000,3264.000000,80.503178,4080.000000
Type_1/252.jpg,1033.501932,1228.657076,0.077060,3096.000000,4128.000000,397.631944,5160.000000
Type_1/1427.jpg,1143.201502,1178.250463,0.102843,3096.000000,4128.000000,530.669824,5160.000000
Type_1/1344.jpg,1246.707947,2106.300276,0.020462,2448.000000,3264.000000,83.486743,4080.000000
Type_1/109.jpg,1260.323636,875.987997,0.007417,2448.000000,3264.000000,30.263247,4080.000000
Type_1/245.jpg,1391.742321,2669.069700,0.021685,3096.000000,4128.000000,111.893829,5160.000000
Type_1/27.jpg,1331.537695,1730.058729,0.076165,3120.000000,4160.000000,396.055839,5200.000000
Type_1/583.jpg,1016.962598,1068.224439,0.012348,2448.000000,3264.000000,50.380539,4080.000000
Type_1/593.jpg,1111.907538,1594.170632,0.026787,2448.000000,3264.000000,109.291757,4080.000000
Type_1/1308.jpg,1564.550384,2531.509521,0.056606,3096.000000,4128.000000,292.085998,5160.000000
Type_1/928.jpg,733.748828,1477.497594,0.055735,3096.000000,4128.000000,287.592108,5160.000000
Type_1/1131.jpg,1414.675376,1628.262961,0.021386,3096.000000,4128.000000,110.351360,5160.000000
Type_1/965.jpg,1127.365418,1983.801942,0.058177,2448.000000,3264.000000,237.361244,4080.000000
Type_1/1245.jpg,1725.703382,1315.773159,0.017590,3096.000000,4128.000000,90.766353,5160.000000
Type_1/1024.jpg,1061.450058,1244.939851,0.016774,2448.000000,3264.000000,68.437903,4080.000000
Type_1/605.jpg,1136.523911,1177.582275,0.013077,3120.000000,4160.000000,67.998643,5200.000000
Type_1/984.jpg,2138.812542,1151.106771,0.043065,3096.000000,4128.000000,222.214639,5160.000000
Type_1/1199.jpg,865.395853,1481.256207,0.005531,2448.000000,3264.000000,22.567683,4080.000000
Type_1/1023.jpg,1013.296445,1873.243973,0.084848,3096.000000,4128.000000,437.815028,5160.000000
Type_1/484.jpg,1846.464094,2311.148589,0.077570,3096.000000,4128.000000,400.259653,5160.000000
Type_1/416.jpg,914.009172,1377.711182,0.025068,2448.000000,3264.000000,102.275827,4080.000000
Type_1/1422.jpg,1471.557703,2395.157113,0.219408,3096.000000,4128.000000,1132.145316,5160.000000
Type_1/725.jpg,1319.272961,1266.311210,0.024323,2448.000000,3264.000000,99.236594,4080.000000
Type_1/215.jpg,1562.610389,1610.324416,0.028431,3096.000000,4128.000000,146.704481,5160.000000
Type_1/421.jpg,1431.271374,1771.538585,0.021911,3096.000000,4128.000000,113.061961,5160.000000
Type_1/649.jpg,1516.729203,2366.304420,0.016796,3096.000000,4128.000000,86.665540,5160.000000
Type_1/842.jpg,1540.883954,2788.073115,0.109153,3096.000000,4128.000000,563.228271,5160.000000
Type_1/550.jpg,974.473102,1177.485969,0.062066,2448.000000,3264.000000,253.231271,4080.000000
Type_1/596.jpg,1180.058694,1028.876934,0.011397,2448.000000,3264.000000,46.498767,4080.000000
Type_1/887.jpg,1847.734094,1618.531091,0.040571,3096.000000,4128.000000,209.344784,5160.000000
Type_1/1013.jpg,961.585057,1802.422238,0.024987,2448.000000,3264.000000,101.947769,4080.000000
Type_1/81.jpg,1448.205758,1613.361504,0.240363,3096.000000,4128.000000,1240.272011,5160.000000
Type_1/531.jpg,2007.297282,2525.539522,0.063751,3120.000000,4160.000000,331.503812,5200.000000
Type_1/35.jpg,1476.567932,2497.438872,0.031055,3096.000000,4128.000000,160.243788,5160.000000
Type_1/901.jpg,1163.401392,1072.707776,0.016216,2448.000000,3264.000000,66.163286,4080.000000
Type_1/383.jpg,1630.667184,2151.647283,0.053116,3096.000000,4128.000000,274.077462,5160.000000
Type_1/1040.jpg,1368.100612,1290.472433,0.023413,2448.000000,3264.000000,95.523710,4080.000000
Type_1/96.jpg,1506.900930,731.809684,0.030306,3096.000000,4128.000000,156.380424,5160.000000
Type_1/539.jpg,670.728069,1493.137943,0.021219,2448.000000,3264.000000,86.573606,4080.000000
Type_1/1251.jpg,262.309937,324.216274,0.062559,480.000000,640.000000,50.047294,800.000000
Type_1/1223.jpg,1589.105943,1962.284080,0.028620,3096.000000,4128.000000,147.679438,5160.000000
Type_1/1473.jpg,651.319411,1284.652185,0.048591,3096.000000,4128.000000,250.731401,5160.000000
Type_1/306.jpg,1352.141508,1637.973961,0.137325,3096.000000,4128.000000,708.597144,5160.000000
Type_1/759.jpg,1683.137083,1259.262102,0.040836,2448.000000,3264.000000,166.611695,4080.000000
Type_1/176.jpg,1634.675547,1646.253775,0.044524,3096.000000,4128.000000,229.744988,5160.000000
Type_1/1179.jpg,1489.629227,1889.122344,0.011747,3096.000000,4128.000000,60.616796,5160.000000
Type_1/376.jpg,1236.730324,2265.457913,0.082371,2448.000000,3264.000000,336.074638,4080.000000
Type_1/1339.jpg,1560.748096,2147.260228,0.053387,3096.000000,4128.000000,275.478485,5160.000000
Type_1/1026.jpg,1070.487917,2202.206642,0.022376,3096.000000,4128.000000,115.461019,5160.000000
Type_1/129.jpg,2064.822311,2272.501143,0.133909,3096.000000,4128.000000,690.972686,5160.000000
Type_1/1279.jpg,1707.557237,1123.151155,0.074740,2448.000000,3264.000000,304.940075,4080.000000
Type_1/1336.jpg,1312.576782,2596.486205,0.278220,3096.000000,4128.000000,1435.616944,5160.000000
Type_1/469.jpg,1950.861451,1114.175392,0.024032,3264.000000,2448.000000,98.049089,4080.000000
Type_1/890.jpg,1212.508069,2190.349668,0.049254,3096.000000,4128.000000,254.152502,5160.000000
Type_1/144.jpg,1605.986016,2223.765369,0.022298,3096.000000,4128.000000,115.058212,5160.000000
Type_1/1019.jpg,1179.244848,2353.003536,0.041791,2448.000000,3264.000000,170.505249,4080.000000
Type_1/1190.jpg,1064.573663,1804.594931,0.029685,2448.000000,3264.000000,121.115797,4080.000000
Type_1/1027.jpg,1158.000972,1908.843488,0.023223,2322.000000,4128.000000,109.988133,4736.250416
Type_1/836.jpg,1336.132305,1959.042370,0.019288,2448.000000,3264.000000,78.694355,4080.000000
Type_1/1059.jpg,1651.444288,902.440739,0.045715,3096.000000,4128.000000,235.891635,5160.000000
Type_1/643.jpg,1461.733130,1621.369631,0.052944,2448.000000,3264.000000,216.010988,4080.000000
Type_1/921.jpg,2025.580752,888.181345,0.025167,3120.000000,4160.000000,130.870163,5200.000000
Type_1/1281.jpg,1358.124219,2719.690447,0.059154,3096.000000,4128.000000,305.234179,5160.000000
Type_1/821.jpg,1818.964610,2176.873601,0.049906,3096.000000,4128.000000,257.516399,5160.000000
Type_1/434.jpg,1260.462433,1249.927523,0.066507,3096.000000,4128.000000,343.173793,5160.000000
Type_1/298.jpg,1206.828379,1169.118582,0.010488,2448.000000,3264.000000,42.790535,4080.000000
Type_1/334.jpg,1949.088029,1625.916881,0.023730,4128.000000,3096.000000,122.448067,5160.000000
Type_1/384.jpg,919.260887,1402.259501,0.155409,3096.000000,4128.000000,801.911886,5160.000000
Type_1/1100.jpg,1070.504944,1652.219095,0.036414,2448.000000,3264.000000,148.570784,4080.000000
Type_1/1230.jpg,1420.422488,2699.093901,0.112125,3096.000000,4128.000000,578.563166,5160.000000
Type_1/481.jpg,1596.072975,2137.280779,0.054232,3096.000000,4128.000000,279.838886,5160.000000
Type_1/553.jpg,1234.959560,1271.032920,0.030130,2448.000000,3264.000000,122.932007,4080.000000
Type_1/667.jpg,1835.343778,2219.256804,0.021220,3096.000000,4128.000000,109.495218,5160.000000
Type_1/218.jpg,1335.148349,2514.351031,0.102253,3096.000000,4128.000000,527.626394,5160.000000
Type_1/817.jpg,2035.365791,2762.423228,0.082169,3096.000000,4128.000000,423.990962,5160.000000
Type_1/1136.jpg,1327.537342,1992.469952,0.042018,3096.000000,4128.000000,216.812988,5160.000000
Type_1/1346.jpg,1520.488015,1521.666266,0.024816,3120.000000,4160.000000,129.044087,5200.000000
Type_1/1314.jpg,1153.076441,1595.800673,0.047841,2448.000000,3264.000000,195.190345,4080.000000
Type_1/181.jpg,1412.492148,1495.245733,0.041521,2448.000000,3264.000000,169.403803,4080.000000
Type_1/972.jpg,1590.414842,2660.580074,0.097460,3096.000000,4128.000000,502.892697,5160.000000
Type_1/349.jpg,1154.104764,1261.513689,0.019249,2448.000000,3264.000000,78.534428,4080.000000
Type_1/727.jpg,1756.470632,1713.529874,0.038883,3096.000000,4128.000000,200.636646,5160.000000
Type_1/1229.jpg,1552.294014,1939.436334,0.021338,3096.000000,4128.000000,110.105873,5160.000000
Type_1/619.jpg,1551.071304,2375.477057,0.042752,2322.000000,4128.000000,202.482556,4736.250416
Type_1/779.jpg,1237.405647,2094.112870,0.027306,3096.000000,4128.000000,140.897295,5160.000000
Type_1/248.jpg,1614.393005,1451.242407,0.035533,2448.000000,3264.000000,144.973498,4080.000000
Type_1/1194.jpg,1928.868565,1756.670171,0.051847,3096.000000,4128.000000,267.530268,5160.000000
Type_1/708.jpg,1425.149172,2818.766877,0.093305,3096.000000,4128.000000,481.454742,5160.000000
Type_1/713.jpg,1594.808796,1473.750948,0.039813,3096.000000,4128.000000,205.434165,5160.000000
Type_1/13.jpg,1422.297151,3165.350382,0.039988,3096.000000,4128.000000,206.340060,5160.000000
Type_1/1370.jpg,1481.247558,2066.239709,0.014632,2448.000000,3264.000000,59.698222,4080.000000
Type_1/578.jpg,1021.516339,2292.499853,0.057051,3096.000000,4128.000000,294.382120,5160.000000
Type_1/281.jpg,1316.397101,1480.718297,0.081688,3096.000000,4128.000000,421.510955,5160.000000
Type_1/645.jpg,1137.833230,2017.761371,0.025582,3120.000000,4160.000000,133.025852,5200.000000
Type_1/104.jpg,1607.601192,1593.991314,0.043784,3096.000000,4128.000000,225.923323,5160.000000
Type_1/620.jpg,1896.097934,1207.036694,0.174494,3096.000000,4128.000000,900.386807,5160.000000
Type_1/1324.jpg,1271.317257,1753.429526,0.019547,3096.000000,4128.000000,100.860727,5160.000000
Type_1/1239.jpg,1663.953607,1590.530564,0.023981,3096.000000,4128.000000,123.740377,5160.000000
Type_1/809.jpg,1347.733513,1599.996545,0.048215,3096.000000,4128.000000,248.790940,5160.000000
Type_1/918.jpg,1517.653586,2035.527404,0.136747,3096.000000,4128.000000,705.614965,5160.000000
Type_1/677.jpg,1418.423291,1015.913771,0.054353,3096.000000,4128.000000,280.460679,5160.000000
Type_1/148.jpg,1511.780274,2905.798134,0.089551,3096.000000,4128.000000,462.081942,5160.000000
Type_1/991.jpg,1217.457573,1782.424936,0.035979,2448.000000,3264.000000,146.792973,4080.000000
Type_1/579.jpg,1198.395036,1543.500397,0.019660,3096.000000,4128.000000,101.445628,5160.000000
Type_1/663.jpg,1481.455876,2129.596140,0.060497,3096.000000,4128.000000,312.163520,5160.000000
Type_1/668.jpg,1199.205481,2095.577876,0.043448,2448.000000,3264.000000,177.266407,4080.000000
Type_1/470.jpg,1577.322092,2119.691087,0.030879,3096.000000,4128.000000,159.334392,5160.000000
Type_1/560.jpg,1730.471855,1998.984541,0.021947,3096.000000,4128.000000,113.244555,5160.000000
Type_1/342.jpg,1173.440939,1643.778893,0.031866,3096.000000,4128.000000,164.429942,5160.000000
Type_1/805.jpg,1012.505444,1661.096192,0.018851,3096.000000,4128.000000,97.270046,5160.000000
Type_1/763.jpg,1613.946100,2918.805563,0.069021,3096.000000,4128.000000,356.148408,5160.000000
Type_1/205.jpg,985.326080,1473.092028,0.080430,3096.000000,4128.000000,415.018822,5160.000000
Type_1/1220.jpg,1641.796003,3329.403000,0.099956,3096.000000,4128.000000,515.773203,5160.000000
Type_1/1123.jpg,1431.452649,3064.324948,0.046573,3096.000000,4128.000000,240.318858,5160.000000
Type_1/582.jpg,1953.702124,1888.509508,0.010625,4128.000000,3096.000000,54.825800,5160.000000
Type_1/294.jpg,1640.484276,2638.090170,0.096142,3096.000000,4128.000000,496.091720,5160.000000
Type_1/265.jpg,1988.795353,1138.977973,0.019428,3096.000000,4128.000000,100.249230,5160.000000
Type_1/338.jpg,1213.045246,2073.655190,0.039474,3096.000000,4128.000000,203.686755,5160.000000
Type_1/1456.jpg,1246.389772,1873.917048,0.166629,3096.000000,4128.000000,859.805779,5160.000000
Type_1/48.jpg,1552.932375,1634.311123,0.086567,3096.000000,4128.000000,446.684547,5160.000000
Type_1/1139.jpg,1348.473987,1309.839416,0.103662,3096.000000,4128.000000,534.897493,5160.000000
Type_1/239.jpg,1230.689019,1610.743584,0.031183,2448.000000,3264.000000,127.225551,4080.000000
Type_1/7.jpg,1572.845603,1447.435669,0.043361,2448.000000,3264.000000,176.913277,4080.000000
Type_1/745.jpg,1496.000238,1866.227153,0.018691,3096.000000,4128.000000,96.443972,5160.000000
Type_1/1384.jpg,1381.642673,1799.656943,0.022482,3096.000000,4128.000000,116.006842,5160.000000
Type_1/1033.jpg,1201.474724,2535.870827,0.036507,3096.000000,4128.000000,188.377664,5160.000000
Type_1/1326.jpg,1301.052291,1069.589444,0.010774,2448.000000,3264.000000,43.958436,4080.000000
Type_1/1414.jpg,1472.674520,1708.538094,0.013233,3096.000000,4128.000000,68.279849,5160.000000
Type_1/660.jpg,631.424989,933.907728,0.019026,2448.000000,3264.000000,77.624809,4080.000000
Type_1/1464.jpg,1825.146029,3083.283577,0.128296,3096.000000,4128.000000,662.008052,5160.000000
Type_1/55.jpg,1080.889748,2348.381874,0.049199,3096.000000,4128.000000,253.866388,5160.000000
Type_1/1174.jpg,1312.345208,1707.968200,0.063516,2448.000000,3264.000000,259.146306,4080.000000
Type_1/201.jpg,1635.833121,1477.519510,0.037972,3096.000000,4128.000000,195.933932,5160.000000
Type_1/138.jpg,1778.464038,2170.592335,0.026324,3096.000000,4128.000000,135.831359,5160.000000
Type_1/1468.jpg,1303.278562,1180.357723,0.038885,2448.000000,3264.000000,158.652375,4080.000000
Type_1/810.jpg,2157.078254,1633.943309,0.020692,3096.000000,4128.000000,106.770273,5160.000000
Type_1/1204.jpg,1485.938809,1897.402992,0.042559,3096.000000,4128.000000,219.606423,5160.000000
Type_1/171.jpg,1142.563306,2406.757729,0.036547,3096.000000,4128.000000,188.580513,5160.000000
Type_1/769.jpg,1935.778659,1666.153586,0.063848,3120.000000,4160.000000,332.009400,5200.000000
Type_1/1393.jpg,2176.311466,1649.376910,0.029590,3096.000000,4128.000000,152.683247,5160.000000
Type_1/441.jpg,1192.377090,1295.678767,0.014901,2448.000000,3264.000000,60.794734,4080.000000
Type_1/14.jpg,1078.218820,1740.012970,0.025483,2448.000000,3264.000000,103.971830,4080.000000
Type_1/1071.jpg,1265.662828,1555.952499,0.017386,2448.000000,3264.000000,70.933557,4080.000000
Type_1/471.jpg,1398.737232,919.212560,0.021602,3264.000000,2448.000000,88.138019,4080.000000
Type_1/1105.jpg,1085.733694,2396.192150,0.017840,3096.000000,4128.000000,92.055898,5160.000000
Type_1/998.jpg,1364.206670,1460.913654,0.024735,2448.000000,3264.000000,100.918504,4080.000000
Type_1/387.jpg,1400.413597,1883.454571,0.044004,2448.000000,3264.000000,179.535271,4080.000000
Type_1/191.jpg,2239.937238,1503.469530,0.039877,3096.000000,4128.000000,205.765941,5160.000000
Type_1/982.jpg,944.342944,1911.648669,0.009980,2448.000000,3264.000000,40.716447,4080.000000
Type_1/576.jpg,1247.961780,1635.726545,0.024505,2448.000000,3264.000000,99.982403,4080.000000
Type_1/551.jpg,1602.832823,2541.964177,0.029912,3096.000000,4128.000000,154.347996,5160.000000
Type_1/891.jpg,1454.776440,1650.885739,0.030405,3120.000000,4160.000000,158.106996,5200.000000
Type_1/102.jpg,1094.386957,1680.576342,0.030808,2448.000000,3264.000000,125.697944,4080.000000
Type_1/532.jpg,1190.999246,1622.019914,0.027268,2448.000000,3264.000000,111.252373,4080.000000
Type_1/1390.jpg,1836.201569,2922.939416,0.112437,3096.000000,4128.000000,580.173938,5160.000000
Type_1/478.jpg,1231.695984,1608.326999,0.032825,2448.000000,3264.000000,133.927396,4080.000000
Type_1/142.jpg,1582.006423,2448.307599,0.034301,3096.000000,4128.000000,176.991930,5160.000000
Type_1/917.jpg,1299.997239,2195.426448,0.064640,3096.000000,4128.000000,333.541054,5160.000000
Type_1/791.jpg,1238.125352,1498.250006,0.019357,2448.000000,3264.000000,78.975837,4080.000000
Type_1/237.jpg,1566.482597,2074.690364,0.028232,3096.000000,4128.000000,145.678650,5160.000000
Type_1/497.jpg,1365.345747,1220.878078,0.039064,2448.000000,3264.000000,159.381655,4080.000000
Type_1/396.jpg,1141.534643,1561.959224,0.021493,2448.000000,3264.000000,87.692468,4080.000000
Type_1/1289.jpg,1464.364367,3217.671663,0.040494,3096.000000,4128.000000,208.951278,5160.000000
Type_1/764.jpg,1252.190673,1568.825107,0.048297,3120.000000,4160.000000,251.144164,5200.000000
Type_1/873.jpg,1130.456148,1785.322897,0.029851,2448.000000,3264.000000,121.792646,4080.000000
Type_1/1285.jpg,1031.165905,1285.765426,0.035272,2448.000000,3264.000000,143.911632,4080.000000
Type_1/1093.jpg,1280.406218,1648.198753,0.018112,2448.000000,3264.000000,73.895586,4080.000000
Type_1/41.jpg,1029.417777,1759.838731,0.016385,2448.000000,3264.000000,66.851474,4080.000000
Type_1/47.jpg,1368.322491,1943.752929,0.053749,3096.000000,4128.000000,277.342831,5160.000000
Type_1/1437.jpg,1190.732436,1509.620048,0.036337,3096.000000,4128.000000,187.499242,5160.000000
Type_1/1077.jpg,813.396717,1286.096692,0.095902,3096.000000,4128.000000,494.852972,5160.000000
Type_1/356.jpg,1778.719720,2601.307534,0.048782,3096.000000,4128.000000,251.714459,5160.000000
Type_1/977.jpg,1631.781971,2404.315953,0.067897,3096.000000,4128.000000,350.346186,5160.000000
Type_1/624.jpg,1018.098024,1420.146018,0.037530,2448.000000,3264.000000,153.121891,4080.000000
Type_1/1070.jpg,1391.582317,1100.480499,0.018815,2448.000000,3264.000000,76.764195,4080.000000
Type_1/710.jpg,2063.690152,2675.252206,0.015759,3096.000000,4128.000000,81.314742,5160.000000
Type_1/1079.jpg,1117.609175,1263.925821,0.069333,2448.000000,3264.000000,282.877882,4080.000000
Type_1/920.jpg,1565.834714,1377.818723,0.083118,3096.000000,4128.000000,428.888408,5160.000000
Type_1/12.jpg,1084.069395,2028.063155,0.110261,3096.000000,4128.000000,568.947858,5160.000000
Type_1/1320.jpg,1620.735504,1338.301022,0.019558,3096.000000,4128.000000,100.920821,5160.000000
Type_1/641.jpg,489.551416,1412.530433,0.029778,3096.000000,4128.000000,153.653904,5160.000000
Type_1/802.jpg,1413.193851,2955.966691,0.143501,3096.000000,4128.000000,740.465155,5160.000000
Type_1/254.jpg,1438.936210,1992.871248,0.018483,3096.000000,4128.000000,95.370849,5160.000000
Type_1/523.jpg,1972.865100,1488.413564,0.080675,3120.000000,4160.000000,419.510505,5200.000000
Type_1/454.jpg,1462.163941,872.041553,0.029488,3120.000000,4160.000000,153.339986,5200.000000
Type_1/267.jpg,1228.265069,1917.872210,0.009832,2448.000000,3264.000000,40.114190,4080.000000
Type_2/1316.jpg,1340.118095,1383.024648,0.023110,2448.000000,3264.000000,94.290669,4080.000000
Type_2/1188.jpg,1148.804800,1162.977968,0.007781,2448.000000,3264.000000,31.748152,4080.000000
Type_2/883.jpg,1216.183046,1403.088739,0.064310,2448.000000,3264.000000,262.384398,4080.000000
Type_2/1264.jpg,1360.093470,1786.697396,0.024438,2448.000000,3264.000000,99.707029,4080.000000
Type_2/1074.jpg,2204.332488,1925.911942,0.054868,3096.000000,4128.000000,283.121020,5160.000000
Type_2/1159.jpg,1214.889931,1409.303104,0.036883,2448.000000,3264.000000,150.481050,4080.000000
Type_2/418.jpg,304.645905,2388.714103,0.066568,3096.000000,4128.000000,343.491899,5160.000000
Type_2/1428.jpg,1447.672732,1785.009959,0.028339,2448.000000,3264.000000,115.623746,4080.000000
Type_2/403.jpg,1419.279404,1905.574534,0.002980,3096.000000,4128.000000,15.376374,5160.000000
Type_2/693.jpg,1360.938819,1535.991340,0.041498,2448.000000,3264.000000,169.311970,4080.000000
Type_2/863.jpg,1305.012181,1600.883962,0.027583,2448.000000,3264.000000,112.537899,4080.000000
Type_2/777.jpg,1531.704300,2683.799019,0.033612,3096.000000,4128.000000,173.439501,5160.000000
Type_2/374.jpg,1431.402679,2059.967283,0.034725,3096.000000,4128.000000,179.182034,5160.000000
Type_2/72.jpg,1017.914402,2278.909716,0.011431,2322.000000,4128.000000,54.139882,4736.250416
Type_2/389.jpg,684.956204,1811.588290,0.023931,2448.000000,3264.000000,97.639725,4080.000000
Type_2/1352.jpg,1872.568180,2051.498180,0.007894,2448.000000,3264.000000,32.207435,4080.000000
Type_2/487.jpg,1435.883958,1300.303993,0.024513,2448.000000,3264.000000,100.011752,4080.000000
Type_2/117.jpg,1092.801298,2460.748281,0.178410,3096.000000,4128.000000,920.597219,5160.000000
Type_2/84.jpg,1457.401174,2802.737762,0.035698,3096.000000,4128.000000,184.200535,5160.000000
Type_2/634.jpg,1015.319876,1521.749798,0.016996,2448.000000,3264.000000,69.342572,4080.000000
Type_2/971.jpg,1496.876977,1462.905802,0.013274,3096.000000,4128.000000,68.491952,5160.000000
Type_2/601.jpg,1001.873235,1315.930596,0.063353,2448.000000,3264.000000,258.479879,4080.000000
