,reordered_pred,reordered,reordered_prob
856556,1,1.0,0.307942271232605
858954,0,0.0,0.09252241998910904
859891,0,1.0,0.16100992262363434
870418,0,0.0,0.1297992318868637
871673,0,0.0,0.012749286368489265
875884,1,1.0,0.2848927676677704
880170,0,0.0,0.15365374088287354
882012,1,1.0,0.6191220879554749
886661,1,1.0,0.5076150894165039
888299,0,0.0,0.09143488109111786
895981,0,0.0,0.07316034287214279
897072,1,1.0,0.7019317746162415
903100,1,0.0,0.24482987821102142
919842,1,1.0,0.4308512210845947
927912,0,0.0,0.0616055503487587
929828,1,1.0,0.8066271543502808
943045,1,0.0,0.24186858534812927
945896,0,0.0,0.0914287120103836
958162,1,0.0,0.2327612191438675
960381,0,0.0,0.03454001620411873
963866,0,0.0,0.09061232954263687
968721,0,1.0,0.1460229903459549
974724,0,0.0,0.20895490050315857
975180,1,0.0,0.37371596693992615
975607,1,0.0,0.37038981914520264
978480,1,0.0,0.6994509696960449
978753,1,0.0,0.5315617322921753
990156,0,0.0,0.07766324281692505
997799,1,1.0,0.7848049998283386
1007447,0,0.0,0.09464952349662781
1011604,1,0.0,0.4709188938140869
1017282,0,0.0,0.19910621643066406
1017793,0,0.0,0.08487825840711594
1021954,0,0.0,0.1893175095319748
1025900,1,1.0,0.8696364760398865
1026023,0,0.0,0.13160263001918793
1026458,1,1.0,0.38711798191070557
1028508,0,0.0,0.09074626863002777
1038776,0,0.0,0.02218402549624443
1043046,0,0.0,0.15183596312999725
1051670,0,0.0,0.19673606753349304
1054846,1,1.0,0.8074238300323486
1059635,1,0.0,0.5225083827972412
1064245,1,0.0,0.6031776666641235
1074775,0,0.0,0.019713427871465683
1079436,0,0.0,0.09556805342435837
1082929,1,0.0,0.25988587737083435
1087846,0,0.0,0.1278688907623291
1098707,0,0.0,0.020688580349087715
1101728,0,0.0,0.020260978490114212
1103303,1,0.0,0.602402925491333
1121657,1,0.0,0.3483060300350189
1121968,1,1.0,0.6625295877456665
1123251,1,1.0,0.5396618843078613
1123554,0,0.0,0.09001568704843521
1126455,1,0.0,0.2531766891479492
1129540,0,0.0,0.09211395680904388
1131760,0,0.0,0.05057486519217491
1133270,0,0.0,0.07381228357553482
1133807,1,0.0,0.23475775122642517
1138057,1,0.0,0.44191136956214905
1138611,0,0.0,0.17206214368343353
1140903,1,1.0,0.517581582069397
1142306,0,0.0,0.03160480409860611
1145916,0,0.0,0.06067752093076706
1146526,1,1.0,0.43836912512779236
1147841,0,0.0,0.04174800589680672
1153135,1,1.0,0.6302567720413208
1154040,1,0.0,0.7079541087150574
1154324,0,0.0,0.13202764093875885
1154828,1,0.0,0.21371234953403473
1159813,0,0.0,0.152206152677536
1160502,0,0.0,0.16262759268283844
1160721,0,0.0,0.03530597314238548
1162621,0,0.0,0.0657123401761055
1164527,0,0.0,0.07003072649240494
1167281,0,0.0,0.025050651282072067
1170667,1,0.0,0.36352649331092834
1178565,0,0.0,0.027960320934653282
1178655,0,0.0,0.09767559170722961
1185434,0,0.0,0.06365115940570831
1187358,0,1.0,0.1203547939658165
1192984,1,1.0,0.5824776887893677
1206763,0,0.0,0.0667308047413826
1209878,0,0.0,0.031230440363287926
1213385,0,0.0,0.0377824641764164
1215756,1,0.0,0.526221513748169
1223383,1,0.0,0.5107384324073792
1225281,0,0.0,0.03659537434577942
1234803,0,0.0,0.14347539842128754
1234997,0,0.0,0.20919840037822723
1235042,0,0.0,0.04023345932364464
1237057,1,1.0,0.2967314124107361
1242785,0,0.0,0.18956592679023743
1245454,1,0.0,0.581298828125
1250124,0,0.0,0.022794701159000397
1251718,1,1.0,0.29844579100608826
1254986,1,1.0,0.27635470032691956
1256402,0,0.0,0.08460112661123276
1260148,1,0.0,0.36808884143829346
1266880,0,0.0,0.0481625460088253
1268368,1,0.0,0.2460833638906479
1269151,0,0.0,0.15137575566768646
1270859,0,0.0,0.07628443092107773
1277948,0,0.0,0.15393441915512085
1278895,0,0.0,0.052449729293584824
1285683,1,0.0,0.34146636724472046
1292183,1,1.0,0.6567873954772949
1300045,0,0.0,0.08746569603681564
1300140,1,1.0,0.5950515866279602
1302548,0,0.0,0.1937445104122162
1317774,0,0.0,0.15059895813465118
1327764,1,1.0,0.8228952884674072
1330057,1,1.0,0.6864238381385803
1336447,0,0.0,0.016213690862059593
1337031,0,1.0,0.18554580211639404
1350182,0,0.0,0.09766105562448502
1356196,0,0.0,0.18055538833141327
1363700,0,0.0,0.14154662191867828
1364108,1,0.0,0.33576634526252747
1370629,1,1.0,0.6432783007621765
1379375,1,0.0,0.2692340910434723
1380855,1,0.0,0.3122837543487549
1390811,1,0.0,0.6862295866012573
1391333,0,0.0,0.02860080637037754
1393513,1,0.0,0.6955361366271973
1399981,1,0.0,0.27209600806236267
1410899,0,0.0,0.2094014286994934
1412578,1,1.0,0.7402424216270447
1414783,0,0.0,0.08213946223258972
1419599,1,1.0,0.6448227763175964
1419761,0,0.0,0.12615394592285156
1425516,0,0.0,0.10822746902704239
1426118,1,1.0,0.5346019864082336
1428724,1,0.0,0.38360974192619324
1431737,1,0.0,0.4500567615032196
1434682,1,0.0,0.5725561380386353
1449953,0,0.0,0.14866138994693756
1457338,0,0.0,0.09015694260597229
1457684,1,0.0,0.23825505375862122
1458085,1,0.0,0.24349696934223175
1460777,0,0.0,0.10950841009616852
1461902,0,0.0,0.03672833740711212
1463444,1,0.0,0.2745630443096161
1466263,1,0.0,0.24334338307380676
1469527,0,1.0,0.07191543281078339
1470857,0,0.0,0.11925781518220901
1472059,0,0.0,0.05232926830649376
1472687,0,0.0,0.19643479585647583
1475476,0,0.0,0.05912357568740845
1475641,0,0.0,0.13952051103115082
1478738,1,1.0,0.3382219076156616
1485358,0,0.0,0.1481001079082489
1495111,1,1.0,0.7175403833389282
1497678,0,0.0,0.02852003090083599
1498802,1,0.0,0.5743447542190552
1500675,0,0.0,0.06054512783885002
1511135,0,0.0,0.13214415311813354
1512074,1,1.0,0.5571587085723877
1518549,0,0.0,0.029188020154833794
1518685,0,1.0,0.18277913331985474
1519665,1,1.0,0.4836164712905884
1528847,1,0.0,0.2152165174484253
1534937,0,0.0,0.12542104721069336
1536770,0,0.0,0.027629375457763672
1541909,1,0.0,0.2524278163909912
1546510,1,1.0,0.4879566431045532
1551776,1,1.0,0.5343518257141113
1554847,0,0.0,0.19175206124782562
1558326,1,1.0,0.7335957884788513
1560643,0,0.0,0.060453686863183975
1561226,1,1.0,0.257191926240921
1562168,0,0.0,0.09534687548875809
1570156,1,1.0,0.22094601392745972
1575916,1,0.0,0.40476343035697937
1588236,0,0.0,0.09268871694803238
1604037,0,0.0,0.11159392446279526
1610997,1,0.0,0.3746681213378906
1613229,1,0.0,0.25121214985847473
1618131,0,0.0,0.06107693165540695
1626421,0,0.0,0.13056479394435883
1634656,1,1.0,0.7570510506629944
1636439,0,1.0,0.07581797242164612
1640236,1,0.0,0.36962050199508667
1647598,0,0.0,0.03230423852801323
1648855,1,0.0,0.5162147283554077
1649480,0,0.0,0.08205421268939972
1650640,0,0.0,0.17608873546123505
1652577,0,1.0,0.09520510584115982
1663953,0,0.0,0.1940447986125946
1666464,1,0.0,0.26862508058547974
1671035,0,0.0,0.18900635838508606
1675408,1,0.0,0.3476594090461731
1683734,0,0.0,0.13011150062084198
1700885,0,0.0,0.11586076766252518
1704400,0,0.0,0.17581409215927124
1713836,0,0.0,0.047306716442108154
1715581,1,0.0,0.3652425706386566
1717563,1,1.0,0.8095303177833557
1729226,1,0.0,0.2599360942840576
1730849,1,0.0,0.5055156350135803
1732598,0,0.0,0.06577403843402863
1732992,1,1.0,0.7278972268104553
1736296,1,1.0,0.5271386504173279
1739047,0,0.0,0.09485206007957458
1752339,0,0.0,0.04016414284706116
1752398,0,0.0,0.12934565544128418
1755473,0,0.0,0.06981942057609558
1755715,0,0.0,0.06360393017530441
1759236,0,0.0,0.15381242334842682
1759548,0,0.0,0.18239904940128326
1760875,1,1.0,0.7042858600616455
1767607,0,0.0,0.05981631949543953
1776306,1,1.0,0.5740519762039185
1777813,1,0.0,0.4770193099975586
1779156,0,0.0,0.05829532817006111
1791686,1,0.0,0.24946413934230804
1794394,1,0.0,0.4762134253978729
1796308,1,0.0,0.2587682008743286
1796654,1,0.0,0.23379063606262207
1797425,1,1.0,0.24140779674053192
1802809,0,0.0,0.10135520249605179
1802894,0,0.0,0.16538091003894806
1803647,0,0.0,0.12984199821949005
1812950,1,1.0,0.24646888673305511
1815100,1,0.0,0.22203433513641357
1818359,0,0.0,0.1368630975484848
1819538,0,0.0,0.14819195866584778
1825326,0,0.0,0.19556547701358795
1831760,0,0.0,0.042388785630464554
1834622,0,1.0,0.1814284324645996
1836164,1,0.0,0.23903733491897583
1844230,0,0.0,0.12408968806266785
1853728,0,0.0,0.028664404526352882
1856494,1,0.0,0.37911877036094666
1858033,1,0.0,0.3194648027420044
1859581,1,1.0,0.31912240386009216
1862872,1,1.0,0.47429269552230835
1863932,0,0.0,0.10889418423175812
1869853,0,0.0,0.08496101945638657
1869961,0,0.0,0.07586289197206497
1882709,1,0.0,0.22885161638259888
1888229,1,0.0,0.5653583407402039
1899811,1,1.0,0.5239409804344177
1905980,0,0.0,0.1648089736700058
1912170,0,0.0,0.01579897664487362
1912842,0,0.0,0.11566075682640076
1912974,1,1.0,0.5945923924446106
1916867,0,0.0,0.1725054830312729
1918751,0,0.0,0.016135429963469505
1919519,1,1.0,0.76988285779953
1920201,1,0.0,0.32884034514427185
1920255,1,0.0,0.5329054594039917
1920813,1,0.0,0.2840447425842285
1930965,1,0.0,0.2722069323062897
1941805,1,0.0,0.29619157314300537
1947469,0,0.0,0.018371418118476868
1949287,0,1.0,0.18076589703559875
1949842,1,0.0,0.4232390820980072
1954591,0,0.0,0.06655757874250412
1955609,1,0.0,0.2437974512577057
1968665,0,0.0,0.09725230187177658
1971351,0,1.0,0.122421994805336
1973021,1,1.0,0.3237264156341553
1975055,1,0.0,0.8167771697044373
1991438,1,1.0,0.5369882583618164
1992451,1,0.0,0.238371342420578
1996286,1,1.0,0.672539472579956
1997670,0,0.0,0.11484071612358093
2003188,1,1.0,0.7408207058906555
2014439,0,0.0,0.0835772231221199
2022022,1,0.0,0.39871084690093994
2024933,1,1.0,0.7310676574707031
2033014,1,1.0,0.31215372681617737
2033832,0,0.0,0.09240119904279709
2034128,0,0.0,0.04037042334675789
2047327,0,0.0,0.054237961769104004
2047856,0,0.0,0.11865265667438507
2049471,0,0.0,0.17391197383403778
2052536,0,0.0,0.13476519286632538
2056588,1,0.0,0.5026006698608398
2057289,0,0.0,0.014899768866598606
2063107,0,0.0,0.1307118535041809
2063898,0,0.0,0.12793280184268951
2065007,0,0.0,0.13998517394065857
2067261,1,0.0,0.2858477830886841
2067493,1,0.0,0.35301727056503296
2068648,1,1.0,0.55341637134552
2072319,1,0.0,0.4399000406265259
2077673,1,1.0,0.6003817915916443
2082038,1,1.0,0.36029869318008423
2082924,1,0.0,0.8429242968559265
2088972,1,1.0,0.8514699339866638
2089762,1,1.0,0.584754228591919
2104540,1,0.0,0.21516110002994537
2110316,1,1.0,0.7594286799430847
2111339,1,0.0,0.5297375321388245
2115826,1,1.0,0.5727062821388245
2118084,0,0.0,0.19298620522022247
2119489,1,0.0,0.344119668006897
2120648,0,0.0,0.18606723845005035
2134611,0,0.0,0.050372425466775894
2134890,1,1.0,0.4625796973705292
2138855,1,1.0,0.3907845616340637
2142058,1,1.0,0.30084821581840515
2144313,1,0.0,0.5387009978294373
2151618,1,1.0,0.7605213522911072
2153010,1,0.0,0.24303632974624634
2159646,0,0.0,0.026381073519587517
2163993,1,0.0,0.6794945597648621
2168587,1,1.0,0.4557128846645355
2176996,0,0.0,0.09851250797510147
2177043,0,0.0,0.12584805488586426
2181005,0,0.0,0.10916020721197128
2183209,0,0.0,0.14896386861801147
2186952,1,0.0,0.23367632925510406
2191995,1,0.0,0.2608664333820343
2194249,0,0.0,0.01813283935189247
2197593,0,0.0,0.16717220842838287
2206059,0,0.0,0.07835817337036133
2206180,0,0.0,0.1900232434272766
2207806,0,0.0,0.10311693698167801
2212109,0,0.0,0.030021177604794502
2213392,1,0.0,0.31073832511901855
2215760,0,0.0,0.046987250447273254
2221544,1,0.0,0.3222942650318146
2224395,0,0.0,0.16467386484146118
2232327,1,1.0,0.2605236768722534
2232943,0,0.0,0.08045169711112976
2236912,0,0.0,0.03677118942141533
2242563,0,0.0,0.07420191913843155
2242960,0,0.0,0.05061817169189453
2244176,0,0.0,0.06460363417863846
2249137,1,0.0,0.2643788158893585
2269849,0,0.0,0.04601152241230011
2279979,0,0.0,0.10999971628189087
2280271,0,0.0,0.06131495535373688
2287895,0,0.0,0.0777130052447319
2295820,0,0.0,0.03552079200744629
2298715,1,0.0,0.23828965425491333
2302485,1,0.0,0.3191547393798828
2302620,1,1.0,0.6010147333145142
2308985,1,1.0,0.6089701056480408
2309868,1,1.0,0.6319664120674133
2312154,1,1.0,0.5776217579841614
2316271,1,1.0,0.536996066570282
2317527,0,0.0,0.03933843970298767
2321944,0,0.0,0.20449058711528778
2324859,1,0.0,0.3694908916950226
2326539,1,0.0,0.2508833110332489
2333707,0,0.0,0.09220442175865173
2334884,1,1.0,0.8271595239639282
2338025,1,0.0,0.2512211203575134
2341079,0,0.0,0.08792384713888168
2343437,1,1.0,0.8410399556159973
2344102,0,0.0,0.17819508910179138
2347532,0,1.0,0.08275444060564041
2350549,1,1.0,0.3216632008552551
2355536,0,0.0,0.1429128497838974
2366258,1,0.0,0.6425104141235352
2367442,1,0.0,0.37806591391563416
2368260,0,0.0,0.03739612177014351
2368694,1,0.0,0.7480334639549255
2371703,1,0.0,0.21508757770061493
2377664,0,1.0,0.06229201704263687
2378285,1,0.0,0.45356154441833496
2380477,0,0.0,0.20512554049491882
2382268,0,0.0,0.03650764375925064
2383169,0,1.0,0.19219404458999634
2389728,1,1.0,0.21144452691078186
2392781,0,0.0,0.14835044741630554
2397894,0,0.0,0.10367407649755478
2414037,0,0.0,0.09042938798666
2421443,1,1.0,0.6803354024887085
2423816,0,0.0,0.07591728866100311
2429630,0,0.0,0.15156103670597076
2434388,0,0.0,0.05296797305345535
2435727,0,0.0,0.13203300535678864
2437075,1,1.0,0.5034704804420471
2438655,1,1.0,0.8470506072044373
2449987,0,0.0,0.020505428314208984
2461234,0,0.0,0.18275082111358643
2462181,0,0.0,0.1629713922739029
2476727,1,1.0,0.21871806681156158
2477800,0,0.0,0.027710266411304474
2492808,1,0.0,0.6173041462898254
2493894,1,0.0,0.36584311723709106
2494264,1,0.0,0.38252800703048706
2495038,1,0.0,0.36554181575775146
2504283,1,0.0,0.3937208950519562
2505841,1,0.0,0.45952948927879333
2517037,1,0.0,0.31537067890167236
2518671,1,0.0,0.31795385479927063
2521508,1,1.0,0.6553422808647156
2523503,1,0.0,0.2102421522140503
2526143,0,0.0,0.08433251827955246
2534443,1,1.0,0.5555396676063538
2535739,1,1.0,0.5280696153640747
2546069,1,0.0,0.3706108033657074
2547387,1,1.0,0.4750535786151886
2548992,1,0.0,0.5466451644897461
2549804,1,0.0,0.3595607280731201
2564471,0,0.0,0.022339656949043274
2565198,1,0.0,0.27076950669288635
2565747,0,0.0,0.11373960226774216
2568351,1,0.0,0.38247379660606384
2572620,0,0.0,0.13456915318965912
2572686,0,0.0,0.07345185428857803
2575155,1,0.0,0.668074369430542
2581475,1,0.0,0.2131032794713974
2581951,1,0.0,0.3808373212814331
2584741,0,0.0,0.09782911837100983
2585648,0,0.0,0.03954370692372322
2594057,0,0.0,0.03194388747215271
2594307,0,0.0,0.052934300154447556
2603374,1,1.0,0.6717101335525513
2603954,0,0.0,0.05858423933386803
2605794,0,0.0,0.10347192734479904
2611898,0,0.0,0.07293033599853516
2618457,1,0.0,0.6781303882598877
2622633,0,0.0,0.08255501091480255
2629003,1,0.0,0.27204224467277527
2636755,1,0.0,0.3894246220588684
2636923,1,0.0,0.23898203670978546
2642045,1,0.0,0.268823504447937
2642737,0,0.0,0.19279876351356506
2647670,1,0.0,0.5662292242050171
2652371,0,0.0,0.08347927778959274
2659179,1,1.0,0.4708498418331146
2672753,1,0.0,0.39962878823280334
2673678,1,1.0,0.6373181343078613
2678408,0,0.0,0.03965059667825699
2681396,1,1.0,0.6300391554832458
2685996,0,0.0,0.09887748211622238
2687121,1,0.0,0.2452911138534546
2688810,0,1.0,0.15285009145736694
2690090,0,0.0,0.09052757173776627
2691192,1,1.0,0.44065943360328674
2692097,1,0.0,0.64816814661026
2697965,1,0.0,0.27142584323883057
2704077,0,0.0,0.14517322182655334
2705355,0,0.0,0.05495404452085495
2711161,0,0.0,0.13584916293621063
2717303,0,0.0,0.20595981180667877
2719135,0,1.0,0.08187014609575272
2723520,1,0.0,0.6239919066429138
2726765,1,1.0,0.7735525369644165
2739590,1,0.0,0.6652538776397705
2746063,0,0.0,0.17241676151752472
2748620,0,0.0,0.1847015768289566
2751054,0,0.0,0.055102355778217316
2756392,0,0.0,0.060992274433374405
2757170,0,0.0,0.028397321701049805
2766426,1,0.0,0.6785049438476562
2779918,1,1.0,0.3600649833679199
2782701,1,0.0,0.5052104592323303
2784797,0,0.0,0.0822347104549408
2795492,0,0.0,0.13294994831085205
2800899,0,0.0,0.057227715849876404
2806892,1,1.0,0.6544589996337891
2807267,1,1.0,0.3744993209838867
2810580,1,0.0,0.4531627893447876
2811487,1,0.0,0.24571546912193298
2814807,0,0.0,0.09249911457300186
2816034,1,0.0,0.34275022149086
2818319,1,0.0,0.33243924379348755
2828999,1,0.0,0.4773036539554596
2829135,1,0.0,0.6748343110084534
2829672,1,1.0,0.4152527153491974
2830200,1,0.0,0.3884374797344208
2830389,0,0.0,0.10860650986433029
2832111,1,1.0,0.3030727505683899
2841473,0,1.0,0.20796065032482147
2848659,0,0.0,0.11832499504089355
2852029,1,1.0,0.851853609085083
2858947,1,1.0,0.4153168499469757
2862361,1,0.0,0.374700129032135
2864044,0,0.0,0.02543228305876255
2867986,0,0.0,0.0532686822116375
2870188,0,0.0,0.03007345274090767
2877315,1,0.0,0.2162553071975708
2881456,1,0.0,0.21604661643505096
2906549,1,0.0,0.5140946507453918
2911103,0,0.0,0.11560876667499542
2914690,0,0.0,0.057048168033361435
2920640,0,0.0,0.08993221819400787
2921324,0,0.0,0.030932733789086342
2926036,1,1.0,0.7921702861785889
2927032,0,0.0,0.082491435110569
2931174,1,0.0,0.4100334942340851
2936076,1,1.0,0.27701833844184875
2939825,1,0.0,0.6276419758796692
2947645,1,0.0,0.6068485379219055
2950687,1,1.0,0.7350084185600281
2952020,1,0.0,0.28696006536483765
2955691,1,0.0,0.626297652721405
2956950,0,1.0,0.10195459425449371
2963638,0,0.0,0.15267246961593628
2968244,0,0.0,0.09731195867061615
2972687,0,0.0,0.15712319314479828
2974566,0,0.0,0.0555056631565094
2984584,1,1.0,0.6546005606651306
2990714,1,0.0,0.24125419557094574
2996244,1,1.0,0.49842894077301025
2999539,0,0.0,0.023969748988747597
3002241,1,1.0,0.4089290201663971
3011919,0,0.0,0.13825196027755737
3017645,0,0.0,0.12610535323619843
3022579,0,0.0,0.10062753409147263
3026440,1,0.0,0.41648659110069275
3035942,1,1.0,0.5539273619651794
3035986,0,1.0,0.17722520232200623
3043679,0,0.0,0.18369612097740173
3046752,1,1.0,0.7268715500831604
3053724,1,1.0,0.5982993245124817
3053901,1,1.0,0.613598108291626
3055765,1,1.0,0.4635382890701294
3056905,1,0.0,0.43307870626449585
3059135,1,0.0,0.2950984835624695
3066031,1,1.0,0.5154141187667847
3068374,1,1.0,0.5729789733886719
3083117,1,1.0,0.34177955985069275
3089743,1,0.0,0.6247854232788086
3093840,0,0.0,0.0735098347067833
3100594,1,1.0,0.40754175186157227
3106401,0,0.0,0.05524542182683945
3117432,1,0.0,0.2183874547481537
3119557,1,1.0,0.47490984201431274
3120443,0,0.0,0.12426658719778061
3123507,1,0.0,0.794468879699707
3132868,0,0.0,0.0290283914655447
3144867,0,0.0,0.03354858607053757
3147120,1,0.0,0.6450066566467285
3152209,1,0.0,0.39813435077667236
3154571,0,0.0,0.1377795785665512
3157133,0,0.0,0.036530159413814545
3157817,1,0.0,0.8037918210029602
3160618,0,0.0,0.10160443931818008
3162150,1,0.0,0.3623383939266205
3164760,0,0.0,0.13526123762130737
3168127,0,1.0,0.1407300978899002
3168246,0,0.0,0.20093706250190735
3168515,1,0.0,0.2693491578102112
3172260,1,0.0,0.2949151396751404
3172744,0,0.0,0.12271900475025177
3179417,0,0.0,0.1999446302652359
3183794,0,0.0,0.0731242373585701
3188880,0,0.0,0.1327344924211502
3194890,0,0.0,0.02835766039788723
3198245,0,0.0,0.16591307520866394
3199286,0,0.0,0.09784631431102753
3212802,1,0.0,0.49812284111976624
3216488,0,0.0,0.11521504074335098
3225838,1,1.0,0.705036997795105
3226139,0,1.0,0.05533106252551079
3230343,0,0.0,0.06871897727251053
3248134,1,0.0,0.3841123580932617
3264993,1,0.0,0.2634207308292389
3265746,1,1.0,0.544501543045044
3267528,1,0.0,0.6200634241104126
3270617,0,0.0,0.04675019904971123
3271299,1,1.0,0.6501507759094238
3276897,0,0.0,0.04822907969355583
3277120,1,1.0,0.39101991057395935
3283615,0,0.0,0.2081482857465744
3289298,0,0.0,0.013627640902996063
3294348,0,0.0,0.09879135340452194
3307630,1,1.0,0.25032728910446167
3333897,1,1.0,0.8095194697380066
3334618,0,0.0,0.06328057497739792
3340721,1,1.0,0.3713653087615967
3346235,1,0.0,0.22349296510219574
3359652,0,1.0,0.1302027851343155
3360011,0,0.0,0.05164756998419762
