image,LAG,NoF,BET,DOL,YFT,SHARK,OTHER,ALB
img_00331.jpg,5.504495493369177e-05,1.1922900444716333e-09,4.098930830170877e-12,2.816952400508388e-12,3.6814189474654313e-09,5.883229619030317e-07,2.5621141319653873e-10,7.285847800631018e-07
img_00358.jpg,0.0001658735709497705,2.796246612035702e-08,1.5745930601052116e-11,1.2099758586563147e-13,0.000487299170345068,3.596784736714653e-08,5.065415820126873e-08,4.1051771404454485e-05
img_00374.jpg,0.009614337235689163,1.244940904143732e-06,2.568894075238859e-08,3.795851098178059e-14,0.024062341079115868,1.4457836527981272e-07,3.077574035614816e-07,5.993940430926159e-05
img_00375.jpg,0.13029828667640686,0.0020576417446136475,7.13498520781286e-05,1.7656780073593836e-06,0.00048619098379276693,0.006254552397876978,9.479912114329636e-05,0.0015830781776458025
img_00376.jpg,0.04661952331662178,2.12530952836687e-08,1.993328028679353e-12,2.0741272588331583e-10,6.000854035903558e-09,1.359333850814437e-06,2.5000300766207795e-13,8.770232852839399e-06
img_00380.jpg,2.1065721739432774e-05,3.903898981860721e-09,1.016524198149682e-09,3.4907796653271816e-09,0.006359919905662537,1.0011811355070677e-05,2.6392088514626266e-09,6.554709398187697e-05
img_00383.jpg,0.09318412840366364,4.157239163760096e-05,2.9411451123451116e-06,1.5262773267465946e-09,0.0013884544605389237,0.005142679437994957,1.1294990144961048e-05,0.0016679879045113921
img_00398.jpg,0.0002703030768316239,9.01794628589414e-05,2.2047818432069377e-11,7.178033861743316e-11,1.3524468158720993e-05,3.8217024211917305e-08,1.3408575361140151e-09,5.748166813646094e-07
img_00407.jpg,0.4024718403816223,4.176125756316651e-08,3.9324279943464546e-11,1.0188289448209709e-11,0.00030377370421774685,1.1521628096033965e-09,4.2260980825936656e-10,0.0008180633885785937
img_00417.jpg,0.01652923971414566,7.370097137027187e-06,1.5054410141601693e-05,1.7084596493077697e-07,0.00048807155690155923,0.00012899530702270567,4.6298826106294655e-08,0.00045774708269163966
img_00432.jpg,3.2591840863460675e-05,3.9220520164917616e-08,6.49621537118783e-11,8.786057037468709e-08,0.0685114860534668,6.145670994328611e-08,4.651692225854376e-12,6.412637503672158e-06
img_00442.jpg,4.15726681239903e-05,8.30334467849525e-09,2.4483167493372093e-08,3.654825331267375e-09,5.669447983996934e-12,4.6252655039324964e-08,2.8637715462909163e-11,0.0005714344442822039
img_00446.jpg,7.347053951889393e-07,7.238256105601693e-10,1.0615723794807352e-12,3.4969249654603397e-16,1.7272835975745693e-05,4.65107632408035e-07,1.0510515124906306e-08,2.4641110940137878e-05
img_00469.jpg,0.004106499720364809,2.1939258658676408e-05,9.741535578200455e-09,1.5604168348073988e-13,1.2069513104506768e-05,7.966404518811032e-05,8.162946585343889e-08,1.565934144309722e-05
img_00473.jpg,0.0006861687288619578,1.51213916388393e-10,2.1863539867439385e-09,6.398334639889924e-10,1.0937146743827952e-09,3.78456865846033e-09,4.557808056210137e-15,4.195774749859993e-07
img_00483.jpg,0.014610170386731625,1.2188153277747915e-06,1.2500883661559214e-09,1.5175057391236813e-12,0.0034660808742046356,1.7311045667156577e-05,1.0023488983268436e-11,1.2107858310628217e-05
img_00484.jpg,0.17923769354820251,0.0006601306376978755,3.0812877866992494e-06,7.625090603369244e-08,8.171772060450166e-05,0.000127473336760886,3.6095997302254546e-07,0.03986665606498718
img_00486.jpg,2.0022057345414623e-09,1.3710590440751957e-09,1.9970240738853562e-11,1.7818279339696084e-24,0.005981205962598324,4.194333682455698e-12,1.2135078399331818e-16,2.084743755403906e-07
img_00487.jpg,0.030616555362939835,5.501739863689181e-08,5.319704676765014e-10,1.5539475262116298e-10,0.013054346665740013,1.5121976275622728e-06,2.777578345103393e-08,4.425347015057923e-06
img_00493.jpg,0.008456631563603878,0.0003074108390137553,2.9527782885452325e-07,3.0291764652190523e-09,1.968765900528524e-05,1.2171288290119264e-05,7.0332606405543174e-09,0.001188224065117538
img_00518.jpg,2.7479329673951725e-06,3.4297023554508144e-11,7.318904149400396e-09,4.968502039202633e-16,6.400134822115433e-08,9.058931937921955e-10,2.9083251056055562e-15,3.4422425869706785e-06
img_00533.jpg,0.1325715035200119,0.000130457803606987,1.9959105479472328e-09,5.02974535265821e-06,1.4310907317849342e-05,0.0004750731459353119,2.6015442244897713e-07,0.0012137889862060547
img_00538.jpg,0.11765275150537491,8.917722152546048e-05,3.878213306052203e-09,3.6500080735635265e-11,9.067735663847998e-05,1.5741561583126895e-06,6.343813474529725e-09,0.00042762409429997206
img_00543.jpg,0.01465765479952097,2.238428109535562e-09,8.033683440711314e-11,1.325613338716558e-12,7.184403784776805e-06,3.0168276765607516e-08,3.744782972603389e-08,2.926997512986418e-05
img_00550.jpg,0.06496251374483109,1.0130164582733414e-06,2.1039186322013848e-06,2.033052169281291e-06,0.0003531544643919915,0.014915062114596367,5.882747018404189e-07,0.0017278625164180994
img_00551.jpg,0.012545286677777767,1.618074918496859e-08,3.212996535495449e-11,3.371124560058725e-11,0.00021223149087745696,2.2497678386912412e-08,1.2193524980830261e-06,0.00017228284559678286
img_00564.jpg,0.0005785090033896267,8.182693633784766e-09,7.072740171309988e-10,4.554349952723413e-11,5.138324210562928e-10,1.352185108771664e-06,6.613547903766559e-11,4.099273792235181e-05
img_00575.jpg,0.007031653076410294,1.2909587288056912e-10,5.855890425343624e-12,8.081662118122712e-19,0.007135944440960884,2.7702173888144443e-09,2.6933639780263308e-12,1.2079751286364626e-05
img_00582.jpg,0.10406281054019928,4.859651198785286e-06,8.593298844061792e-06,2.6894933762705575e-12,0.00010093879245687276,6.777077214792371e-05,4.450185997484368e-09,7.770077900204342e-06
img_00584.jpg,0.00011870271555380896,2.3174413776860803e-11,9.684791548030826e-16,1.168330213178105e-21,2.1744776645959973e-08,3.3496366487820173e-13,1.8514970643885437e-13,6.984879341587202e-09
img_00587.jpg,2.9124714274075814e-05,1.061782931542632e-12,1.587124355550973e-11,7.71353006712161e-05,4.718286317206832e-10,1.748238531718016e-08,8.586498179141699e-10,3.6745850593433715e-06
img_00590.jpg,0.00027852682978846133,4.928481622812342e-09,2.261348974741395e-08,0.008832903578877449,3.191730968410411e-07,5.171883117327525e-07,3.2202860893448815e-06,1.1252179319853894e-05
img_00591.jpg,0.7136169075965881,5.240523250904516e-07,7.515669722124585e-07,1.2885146508795353e-12,0.21736539900302887,4.574351351038786e-06,1.5990917479058453e-09,0.0048744347877800465
img_00598.jpg,0.00458897789940238,2.3907796276034787e-06,8.810002327663824e-08,3.112917257297454e-09,3.1195393148664152e-06,0.0012457702541723847,5.023643097956665e-05,0.00013782197493128479
img_00599.jpg,3.190848292433657e-05,3.433663875690267e-14,1.7579936733235456e-14,4.286386800133823e-23,1.3933322406955995e-05,8.687389349559815e-12,4.413981333217798e-12,3.638917833725941e-09
img_00612.jpg,4.2009401113318745e-07,4.84825932289823e-06,2.3775324109465146e-07,4.386582378801754e-14,1.854350557550788e-06,2.0571681247361084e-08,1.6095562382911766e-10,0.0009569022804498672
img_00618.jpg,0.0005429154261946678,2.8318536351434886e-06,3.8575395655549016e-10,3.6435309880289424e-08,2.516379709049943e-06,5.898110657653888e-07,5.751369380746496e-10,4.3314821596140973e-07
img_00620.jpg,0.00027256723842583597,1.4317826924070687e-09,3.003693349818218e-14,3.8936075911701255e-24,1.2406748961524272e-09,2.0720701196519364e-11,8.651761896965801e-14,2.274026300597143e-08
img_00642.jpg,0.031920112669467926,8.632041499367915e-06,1.3760208616986347e-07,1.1464150739826096e-09,0.00042786222184076905,1.6183352272491902e-05,7.480484782718122e-06,0.0002404809492873028
img_00646.jpg,0.00046160409692674875,1.3512432950335551e-08,1.837339027588314e-07,1.4015049121240963e-09,7.721141059846559e-08,1.3473835679178592e-05,3.410984206198009e-08,9.712161954666954e-06
img_00648.jpg,0.004398563411086798,2.096472995205545e-09,1.4045936722745234e-12,1.509323604141112e-14,2.236167119917809e-06,5.080345744090664e-08,3.3020171041897584e-09,5.009382562093379e-07
img_00650.jpg,8.415707952735829e-08,3.8557795845051146e-11,5.776067592158738e-15,1.0296348872727288e-17,1.2392751115842496e-16,5.4860130178327644e-15,9.732813882452062e-19,2.0742069750667724e-07
img_00654.jpg,1.3783418353341403e-06,4.245298638452452e-15,2.867131011774493e-12,7.63763098306179e-25,0.001509033259935677,7.021066453921643e-12,1.7664301214781984e-14,4.776725195942966e-11
img_00664.jpg,2.232377767086291e-07,1.7468866996927894e-14,3.337757892611041e-15,4.178170668577618e-17,0.15785132348537445,5.354766651789744e-13,3.0488070022153396e-14,7.596420020794525e-12
img_00667.jpg,0.0002156829577870667,2.9835121040378e-08,8.167591603047697e-11,2.6196555775320762e-12,8.291288662587437e-12,7.782944067002973e-07,6.527479837030448e-14,1.0506050074354789e-07
img_00676.jpg,0.00030425135628320277,2.0037690617868975e-08,6.161550062992684e-16,3.631628053835101e-10,3.294720940516527e-08,4.675324127845215e-09,1.5651809275735173e-12,4.689218712883303e-06
img_00697.jpg,0.00026739484746940434,1.1968880331281184e-09,4.0419388369627995e-07,1.525358290198342e-12,2.4071786786095117e-09,2.027045593422372e-05,1.1340329716946762e-11,1.3763263268629089e-05
img_00708.jpg,0.0002754878660198301,1.4636809986257049e-08,1.1477376204993561e-07,1.2817780259410938e-07,2.2172447211588064e-10,1.1459025699878111e-05,6.412736314187484e-11,1.2387003778258077e-07
img_00716.jpg,0.0024414488580077887,6.538142315548612e-06,0.00011992428335361183,3.105810037595802e-06,6.776857480872422e-05,2.4030292479437776e-05,1.925494188981247e-06,0.00025673117488622665
img_00717.jpg,0.15798574686050415,8.086818437114118e-10,8.335178591778458e-08,6.676117602131106e-15,0.00016341140144504607,0.00018423233996145427,2.773849018922192e-06,0.0008742897771298885
img_00718.jpg,2.8579836452991003e-06,1.91443927377577e-09,1.5639068816006296e-12,2.1983542527398882e-21,8.213172719706563e-08,3.200684162152356e-11,6.039698947225334e-17,9.829430780428083e-08
img_00723.jpg,0.0003757898521143943,2.7535620006347017e-08,9.074958839949687e-11,2.1688478461282353e-16,0.5833068490028381,1.9763076508638733e-08,2.275016286468201e-11,5.507614559974172e-07
img_00724.jpg,0.0004916841280646622,2.90723249918301e-07,7.06393610272471e-10,1.2757133890928252e-11,7.100639777490869e-05,1.0485744716959289e-08,1.7907526156379916e-11,0.0010159696685150266
img_00726.jpg,0.003514470998197794,2.9928248750366038e-06,2.8382308845829526e-14,5.611521807154815e-17,3.1495028807171366e-09,2.834569158949307e-06,1.672165146149665e-13,6.564061186509207e-05
img_00729.jpg,0.00034103303914889693,0.0003791746567003429,6.685667020001063e-10,5.34012123409866e-09,5.448250249173725e-06,0.004866639152169228,1.8144339719583513e-06,0.0002479058166500181
img_00730.jpg,6.68370887524361e-08,3.2244558134664203e-09,1.6002568301640644e-17,1.773915521039674e-14,9.670668710271002e-09,5.590741758432216e-10,5.890470110498604e-20,1.1189241888587276e-07
img_00757.jpg,1.2849069364051502e-08,8.585228881974327e-12,1.8459177261276154e-14,2.0509483190543285e-14,6.304574196036583e-09,2.901352127082646e-05,1.5401214944631738e-16,2.9526535882951066e-08
img_00760.jpg,0.014069128781557083,1.3687671525985934e-05,3.5937647302475284e-10,6.372433691836932e-09,1.213416140899426e-07,1.142185901414905e-08,8.165337295196196e-10,0.0012370598269626498
img_00763.jpg,0.0032474203035235405,0.00010078231571242213,2.5899811362251057e-07,4.848430421589001e-07,0.00044873630395159125,2.5479910618741997e-05,2.958728657631582e-07,0.006275957450270653
img_00764.jpg,0.07001134008169174,7.721978181507438e-05,1.1766720490413718e-05,1.1386222809051105e-07,0.00012604932999238372,4.699449709733017e-05,0.0002772701845970005,0.004014855716377497
img_00765.jpg,0.00012714738841168582,2.807981982783786e-13,6.553415587973177e-10,6.042781552917376e-11,6.930851834292817e-13,1.422712792020775e-08,1.5117129824413628e-13,6.775392193958396e-07
img_00772.jpg,2.460510302171315e-07,1.258148813576554e-06,5.966532989987172e-05,6.550422964463065e-12,4.285843147044943e-07,6.242275958356913e-06,1.9763508884995673e-10,0.0007245353190228343
img_00773.jpg,5.96368749938847e-07,1.3404720888843258e-08,3.991291123384144e-06,1.6582820728562597e-13,4.2533216060292034e-08,7.490804136978113e-07,5.782244127949809e-10,0.0015460331924259663
img_00777.jpg,0.019604245200753212,2.2426709100908937e-10,2.2556454482014487e-08,5.096091395553025e-14,4.143226760788821e-06,0.26960673928260803,7.055648865161857e-08,5.464212335937191e-07
img_00780.jpg,5.193694718741426e-08,2.8816830865974197e-11,4.33510187747288e-08,2.1028668389933003e-11,0.0002477068919688463,8.333575533470139e-05,3.00478079917621e-11,1.7803430409912835e-06
img_00798.jpg,0.031095851212739944,0.00016001274343580008,5.385539338931267e-07,7.245372746211842e-09,0.04939872771501541,1.4984633480707998e-06,1.4426723282667808e-07,0.0009637543698772788
img_00808.jpg,2.2146180000959248e-08,1.6483796272392937e-10,2.621605332819854e-08,2.2852275525727956e-15,1.2010690220165543e-08,6.776659233764804e-08,6.30637686169222e-13,0.007162540685385466
img_00816.jpg,0.0013339828001335263,0.0008315467857755721,1.6783762475824915e-05,3.038343621142303e-08,0.00014858281065244228,0.005350925028324127,7.369562808889896e-05,0.0008400736260227859
img_00828.jpg,6.67659769533202e-05,1.818288852817318e-09,1.6031727056997624e-08,9.323874409095795e-15,4.6646511009384994e-07,5.459800149765215e-07,4.7570319211542866e-11,0.1969657689332962
img_00833.jpg,0.0003187021648045629,9.432208791793073e-09,1.5035764300286303e-11,2.3576926340348872e-18,5.0418197616863836e-08,8.635894488406848e-08,1.0852559739760181e-07,1.266062190552475e-05
img_00837.jpg,1.5433706721523777e-05,2.855885250507839e-10,1.0030444385632727e-16,1.8308032172772504e-16,3.8687472669884926e-10,5.2186264198894605e-09,7.048225053805353e-19,4.137197961995298e-08
img_00855.jpg,0.00021925401233602315,6.026463772457191e-10,2.2405133304204128e-12,7.86131955973074e-15,2.4292394762426284e-09,5.123396107364897e-08,3.3871757937516123e-13,9.270304872188717e-06
img_00857.jpg,5.366228794656536e-09,1.1002063047271804e-06,1.5258733946504899e-12,6.714836405605359e-23,6.562753895877904e-08,2.483297855543354e-12,4.2861256265101094e-15,5.7313670254188764e-08
img_00858.jpg,0.00019462654017843306,1.0317705800844124e-08,3.95285843987625e-12,1.2214882190164644e-06,1.5302550309570506e-05,1.7657200714893406e-06,9.10788371805138e-12,2.171913547499571e-05
img_00865.jpg,0.06105432286858559,9.320476124230481e-08,2.0916132825732348e-08,5.910207761562758e-13,0.0006824693991802633,1.2797023885013914e-08,7.631238418959185e-10,0.0005633622058667243
img_00876.jpg,1.3726556780113697e-08,2.069442707475222e-12,5.3174831074823126e-14,2.6557591811133744e-22,5.306648709053983e-15,2.4731340022773884e-13,8.526188523915086e-23,2.0716659724501207e-12
img_00889.jpg,0.006854488048702478,1.1194883882126305e-06,3.0811737161684505e-08,1.7735934249030194e-11,5.856041298102355e-06,1.067909579433035e-06,2.107820140651029e-09,0.00019258892280049622
img_00894.jpg,5.04660590650019e-07,6.394022733502425e-08,0.0003538165183272213,2.7085986231689674e-11,2.0398629203555174e-06,1.3475906825988204e-06,2.8839034271754826e-08,0.02406034618616104
img_00902.jpg,0.0036340372171252966,0.0001665928866714239,1.396756599270077e-10,6.719521315236288e-13,7.010120839368028e-08,1.9024213315788074e-07,2.4271689103017025e-09,0.00040530244586989284
img_00914.jpg,8.293744163667682e-11,5.463000538052931e-11,4.419192901102094e-17,1.5751528792102648e-32,2.2996920340245808e-11,1.4206437675551298e-12,1.9638964984276938e-15,1.1991016513057673e-10
img_00921.jpg,2.851265668013525e-09,1.7762248616381981e-10,3.5819609820464393e-06,1.4883720669246792e-21,4.7051437945810903e-07,2.753326123071018e-15,7.206382300790903e-13,0.0001853798166848719
img_00927.jpg,5.835085516991967e-07,1.815820271922064e-10,2.5544662922199948e-15,1.4700301260556307e-18,1.7871662503566362e-15,8.536362589017799e-11,9.433073355266108e-20,6.690220599736563e-10
img_00943.jpg,0.0021724747493863106,6.794467566351159e-08,4.98222547662408e-08,4.107853257551142e-08,1.3482125416075519e-09,3.4100069115083897e-06,1.9301801910259764e-12,2.239026571260183e-06
img_00948.jpg,0.0012538597220554948,1.0397379571897014e-12,2.536000381046788e-14,6.39447721520472e-22,2.738397370194434e-06,1.1279684741793972e-08,1.8395754345861508e-16,6.163957788629659e-09
img_00950.jpg,7.285004812729312e-06,1.4792503333360685e-10,4.38143174085609e-14,1.7072777556011956e-16,3.8340264296721216e-08,2.2866143006838868e-11,2.5355833867268546e-15,5.209089977142867e-06
img_00959.jpg,0.00011111829371657223,1.0563099006599685e-10,6.592719703490957e-10,4.623786076241032e-11,2.395439696556423e-05,0.00023571381461806595,1.587079495601884e-10,4.888926923740655e-06
img_00962.jpg,0.001596790854819119,2.5322077767953033e-09,3.475892285109694e-08,9.13525914528028e-14,4.840590008825529e-06,0.003997826017439365,6.449787814943875e-09,1.339239616982013e-07
img_00964.jpg,0.0016518105985596776,8.261824002708806e-10,4.43295660595977e-12,9.853041937508684e-16,2.5002921688610513e-07,0.0007653736392967403,3.463296544079647e-13,9.719959559451041e-11
img_00966.jpg,5.374435829708091e-08,3.709312371147355e-11,1.104207532159028e-13,4.8399310140180216e-15,1.0027075836305244e-09,8.460642857244238e-05,1.0905984623773565e-16,6.512051342610903e-09
img_00974.jpg,0.0001217523094965145,1.273116225775084e-07,1.0796689821290784e-05,2.704782531282035e-08,0.00011090890620835125,0.0005405016127042472,7.880623797973385e-08,0.00014705829380545765
img_00979.jpg,6.018090470405468e-10,6.332725684989049e-13,2.0699015418346178e-11,5.643650401705291e-20,1.8228863973845932e-09,5.042420370138245e-10,1.1109388733447048e-15,4.570409146253951e-06
img_00982.jpg,9.998901083404178e-22,2.06730348214893e-24,1.3359230253944605e-24,0.0,7.12414746336168e-14,1.570280487189148e-18,2.3050229228664048e-30,1.1564708218836373e-10
img_00985.jpg,3.019245014002081e-06,1.693287821069589e-08,1.0869640743038644e-09,2.488770256547923e-08,2.6845542379305698e-05,1.628015233734459e-08,3.6825208681035004e-13,5.886953147182794e-09
img_00999.jpg,1.2917517056010297e-10,1.7464077872644118e-13,6.407316143242927e-16,3.608344696225024e-22,1.3863159153970628e-07,1.7880570749072636e-14,1.2064544212191054e-17,2.6312623191415696e-09
img_01022.jpg,4.466001428227173e-06,1.0950594209191422e-08,1.7508529348564394e-10,4.047135002509623e-17,4.803352826598939e-09,2.895839401606537e-10,1.3104393872115372e-12,0.017487209290266037
img_01031.jpg,0.006223981734365225,0.000280293810646981,2.715581359780117e-08,1.6600240996922366e-05,7.744894901406951e-06,0.018193721771240234,2.041254992946051e-05,0.00016043410869315267
img_01035.jpg,6.2494294184034516e-09,4.206934551154867e-13,1.5595820950379052e-19,3.1967706628864475e-20,4.4585857228440773e-10,1.3094787754130977e-10,6.824345519090579e-18,4.413440099493293e-13
