image_name, eosx, eosy, orig_w, orig_h, eos_size_original, eos_size_cropped, eos_size_ratio
Type_1/311.jpg,1542.661980,2055.849952,3096.000000,4128.000000,24.759359,1.144032,21.642198
Type_1/1202.jpg,1560.839280,2077.866613,3120.000000,4160.000000,4.456314,0.205675,21.666776
Type_1/379.jpg,1550.911788,2061.449584,3096.000000,4128.000000,4.695735,0.211378,22.214899
Type_1/1440.jpg,1549.912812,2061.854128,3096.000000,4128.000000,7.117307,0.344806,20.641460
Type_1/34.jpg,1553.841636,2063.145504,3096.000000,4128.000000,20.721309,0.978305,21.180823
Type_1/880.jpg,2069.361584,1547.043336,4128.000000,3096.000000,5.390939,0.233348,23.102594
Type_1/333.jpg,1550.909208,2060.751264,3096.000000,4128.000000,5.139167,0.234226,21.941044
Type_1/401.jpg,1561.648920,2079.379467,3120.000000,4160.000000,5.212044,0.188271,27.683680
Type_1/1430.jpg,1552.028412,2050.453280,3096.000000,4128.000000,27.149857,1.004037,27.040681
Type_1/683.jpg,1553.004684,2059.347056,3096.000000,4128.000000,8.198469,0.390651,20.986662
Type_1/765.jpg,1552.005192,2062.335728,3096.000000,4128.000000,9.212188,0.342428,26.902541
Type_1/930.jpg,1549.627980,2061.953200,3096.000000,4128.000000,7.261823,0.351829,20.640193
Type_1/160.jpg,1554.126468,2060.521472,3096.000000,4128.000000,11.221771,0.517892,21.668182
Type_1/513.jpg,1226.647104,1629.882208,2448.000000,3264.000000,3.673173,0.219048,16.768821
Type_1/685.jpg,1537.784232,2060.630176,3096.000000,4128.000000,31.086162,1.187493,26.177974
Type_1/895.jpg,1227.199944,1628.504800,2448.000000,3264.000000,4.370870,0.263860,16.565127
Type_1/346.jpg,1548.574824,2052.019168,3096.000000,4128.000000,25.358040,0.933556,27.162847
Type_1/846.jpg,1227.370896,1629.378464,2448.000000,3264.000000,5.241893,0.319052,16.429614
Type_1/732.jpg,1561.354600,2076.807200,3120.000000,4160.000000,8.952782,0.400079,22.377530
Type_1/814.jpg,1226.139552,1630.008416,2448.000000,3264.000000,5.864532,0.351289,16.694316
Type_1/10.jpg,1550.707452,2062.446496,3096.000000,4128.000000,22.790069,1.017893,22.389450
Type_1/580.jpg,1550.812200,2058.610896,3096.000000,4128.000000,9.472060,0.386535,24.505023
Type_1/1168.jpg,1550.558328,2062.147904,3096.000000,4128.000000,31.261443,1.141410,27.388453
Type_1/139.jpg,1546.847256,2068.181664,3096.000000,4128.000000,22.945890,1.016085,22.582651
Type_1/889.jpg,1548.792060,2062.970752,3096.000000,4128.000000,20.619141,0.996145,20.698944
Type_1/709.jpg,1226.230944,1630.039968,2448.000000,3264.000000,5.920217,0.355003,16.676537
Type_1/516.jpg,1551.424692,2064.529072,3096.000000,4128.000000,22.143394,0.814260,27.194512
Type_1/562.jpg,1551.072780,2056.876448,3096.000000,4128.000000,33.495171,1.594138,21.011457
Type_1/446.jpg,1226.989008,1629.528064,2448.000000,3264.000000,3.852006,0.236028,16.320144
Type_1/0.jpg,1227.097944,1629.845760,2448.000000,3264.000000,6.805909,0.416983,16.321776
Type_1/518.jpg,1552.757004,2070.034448,3096.000000,4128.000000,14.670049,0.572702,25.615503
Type_1/1288.jpg,1226.456976,1629.518816,2448.000000,3264.000000,5.138762,0.302509,16.987129
Type_1/308.jpg,1225.018368,1628.773536,2448.000000,3264.000000,4.924162,0.268870,18.314303
Type_1/536.jpg,1226.255424,1629.805504,2448.000000,3264.000000,3.990531,0.242422,16.461106
Type_1/1274.jpg,1551.999000,2060.757456,3096.000000,4128.000000,4.000595,0.189899,21.066993
Type_1/252.jpg,1549.331796,2058.365968,3096.000000,4128.000000,14.469808,0.693549,20.863429
Type_1/1427.jpg,1548.975240,2063.334704,3096.000000,4128.000000,33.994398,1.617664,21.014499
Type_1/1344.jpg,1226.345592,1630.316320,2448.000000,3264.000000,5.580842,0.298257,18.711532
Type_1/109.jpg,1225.739304,1629.711392,2448.000000,3264.000000,7.752542,0.469053,16.528076
Type_1/245.jpg,1549.534068,2062.469888,3096.000000,4128.000000,4.481413,0.216861,20.664870
Type_1/27.jpg,1562.113800,2078.046880,3120.000000,4160.000000,3.443368,0.158636,21.706032
Type_1/583.jpg,1226.216256,1629.619456,2448.000000,3264.000000,4.792213,0.292684,16.373325
Type_1/593.jpg,1226.053464,1628.271968,2448.000000,3264.000000,4.936188,0.254999,19.357686
Type_1/1308.jpg,1558.138368,2067.757856,3096.000000,4128.000000,11.401895,0.550174,20.724180
Type_1/928.jpg,1553.771976,2066.586192,3096.000000,4128.000000,21.459753,0.826389,25.968105
Type_1/965.jpg,1226.072232,1628.836640,2448.000000,3264.000000,7.084471,0.391062,18.115971
Type_1/1245.jpg,1555.617708,2062.392144,3096.000000,4128.000000,7.687542,0.335866,22.888692
Type_1/984.jpg,1551.002088,2061.573424,3096.000000,4128.000000,8.367070,0.398244,21.009910
Type_1/1023.jpg,1556.395836,2064.670800,3096.000000,4128.000000,8.166271,0.354347,23.045953
Type_1/725.jpg,1226.358240,1630.001344,2448.000000,3264.000000,3.158186,0.189306,16.683007
Type_1/215.jpg,1553.444316,2063.006528,3096.000000,4128.000000,17.294966,0.812593,21.283682
Type_1/421.jpg,1551.310140,2061.636720,3096.000000,4128.000000,6.869581,0.304949,22.527005
Type_1/649.jpg,1551.256476,2061.385600,3096.000000,4128.000000,6.845242,0.330863,20.689032
Type_1/842.jpg,1547.035596,2065.832832,3096.000000,4128.000000,7.717475,0.294867,26.172750
Type_1/550.jpg,1226.041224,1629.534048,2448.000000,3264.000000,5.184679,0.301405,17.201731
Type_1/887.jpg,1550.108892,2061.477792,3096.000000,4128.000000,11.992171,0.484306,24.761569
Type_1/1013.jpg,1226.694024,1629.455712,2448.000000,3264.000000,6.979734,0.426684,16.358091
Type_1/81.jpg,1553.702832,2057.378000,3096.000000,4128.000000,16.538003,0.661987,24.982360
Type_1/531.jpg,1563.459560,2076.531947,3120.000000,4160.000000,6.292450,0.296160,21.246768
Type_1/35.jpg,1551.111996,2062.092176,3096.000000,4128.000000,10.905251,0.524056,20.809343
Type_1/383.jpg,1551.392700,2064.081184,3096.000000,4128.000000,7.783420,0.375433,20.731824
Type_1/1040.jpg,1225.818864,1630.007872,2448.000000,3264.000000,6.556381,0.373315,17.562617
Type_1/539.jpg,1224.797640,1625.880000,2448.000000,3264.000000,11.369654,0.567940,20.019128
Type_1/1251.jpg,240.576800,319.454720,480.000000,640.000000,1.421694,0.411343,3.456227
Type_1/1223.jpg,1552.250808,2060.681088,3096.000000,4128.000000,11.616887,0.562557,20.650168
Type_1/1473.jpg,1542.525756,2067.309968,3096.000000,4128.000000,40.637558,1.958161,20.752922
Type_1/306.jpg,1558.470156,2065.334720,3096.000000,4128.000000,16.350311,0.790881,20.673547
Type_1/176.jpg,1547.295660,2066.892352,3096.000000,4128.000000,9.223434,0.335662,27.478377
Type_1/376.jpg,1226.800512,1629.476384,2448.000000,3264.000000,4.466525,0.272111,16.414347
Type_1/1339.jpg,1551.835944,2064.119712,3096.000000,4128.000000,12.707362,0.556546,22.832532
Type_1/1026.jpg,1547.900928,2060.485008,3096.000000,4128.000000,13.811893,0.668446,20.662690
Type_1/129.jpg,1549.605792,2060.227696,3096.000000,4128.000000,31.907784,1.177723,27.092768
Type_1/1279.jpg,1225.411272,1630.310880,2448.000000,3264.000000,3.244334,0.195980,16.554422
Type_1/144.jpg,1550.702292,2061.329872,3096.000000,4128.000000,6.779637,0.326848,20.742467
Type_1/1019.jpg,1228.100808,1629.507392,2448.000000,3264.000000,6.211993,0.380632,16.320222
Type_1/1190.jpg,1226.600184,1628.982432,2448.000000,3264.000000,4.543228,0.277638,16.363876
Type_1/1027.jpg,1162.471761,2062.793936,2322.000000,4128.000000,15.733428,0.750024,20.977219
Type_1/1059.jpg,1551.730680,2061.872704,3096.000000,4128.000000,10.154279,0.491033,20.679414
Type_1/643.jpg,1225.921680,1628.505344,2448.000000,3264.000000,6.849436,0.413491,16.564877
Type_1/821.jpg,1554.697680,2063.667696,3096.000000,4128.000000,16.092583,0.766772,20.987446
Type_1/434.jpg,1551.027372,2061.203280,3096.000000,4128.000000,7.397215,0.358374,20.641063
Type_1/298.jpg,1226.424336,1629.406208,2448.000000,3264.000000,4.806880,0.292963,16.407779
Type_1/384.jpg,1552.063500,2063.450976,3096.000000,4128.000000,18.755815,0.715983,26.195893
Type_1/1100.jpg,1227.848256,1631.030592,2448.000000,3264.000000,7.152394,0.429407,16.656440
Type_1/481.jpg,1551.112512,2070.782304,3096.000000,4128.000000,28.326608,1.211946,23.372831
Type_1/218.jpg,1547.282244,2056.134096,3096.000000,4128.000000,37.104905,1.509781,24.576349
Type_1/817.jpg,1551.762156,2063.146192,3096.000000,4128.000000,6.736860,0.313317,21.501709
Type_1/1136.jpg,1552.868976,2061.634656,3096.000000,4128.000000,10.097254,0.478131,21.118180
Type_1/1346.jpg,1564.712760,2076.422400,3120.000000,4160.000000,9.727323,0.467645,20.800676
Type_1/1314.jpg,1224.758472,1631.986400,2448.000000,3264.000000,6.593458,0.387623,17.009970
Type_1/181.jpg,1218.354096,1626.366336,2448.000000,3264.000000,7.794756,0.362598,21.496990
Type_1/972.jpg,1551.630576,2060.906752,3096.000000,4128.000000,7.321165,0.352569,20.765201
Type_1/727.jpg,1554.701292,2059.693808,3096.000000,4128.000000,29.721197,1.237291,24.021177
Type_1/1229.jpg,1550.574840,2060.672832,3096.000000,4128.000000,6.049418,0.287427,21.046801
Type_1/619.jpg,1160.869194,2047.802416,2322.000000,4128.000000,29.547505,1.100193,26.856657
Type_1/968.jpg,1547.098548,2059.524560,3096.000000,4128.000000,19.178701,0.716052,26.783952
Type_1/779.jpg,1554.319968,2057.805248,3096.000000,4128.000000,11.168670,0.504429,22.141209
Type_1/248.jpg,1225.416168,1631.980960,2448.000000,3264.000000,30.842913,1.889869,16.320130
Type_1/1194.jpg,1547.393700,2060.875104,3096.000000,4128.000000,26.303613,1.201079,21.899979
Type_1/708.jpg,1551.304464,2062.242848,3096.000000,4128.000000,7.604888,0.339627,22.391906
Type_1/713.jpg,1551.131604,2062.733392,3096.000000,4128.000000,10.262034,0.483466,21.225953
Type_1/13.jpg,1538.198580,2056.538640,3096.000000,4128.000000,27.213175,1.272079,21.392680
Type_1/1370.jpg,1226.188920,1628.459648,2448.000000,3264.000000,4.772996,0.251688,18.963951
Type_1/578.jpg,1548.068112,2061.578928,3096.000000,4128.000000,9.811171,0.441772,22.208696
Type_1/281.jpg,1547.954592,2071.816368,3096.000000,4128.000000,17.264648,0.712457,24.232545
Type_1/645.jpg,1573.312000,2078.193173,3120.000000,4160.000000,25.018317,1.193487,20.962374
Type_1/104.jpg,1548.167184,2074.664688,3096.000000,4128.000000,19.276331,0.844730,22.819505
Type_1/620.jpg,1550.937072,2060.513216,3096.000000,4128.000000,4.783072,0.223297,21.420262
Type_1/1324.jpg,1543.177980,2058.462976,3096.000000,4128.000000,29.881378,1.101435,27.129508
Type_1/1239.jpg,1549.569156,2060.460240,3096.000000,4128.000000,5.620794,0.272325,20.640010
Type_1/809.jpg,1553.846280,2060.414144,3096.000000,4128.000000,10.032234,0.447847,22.401053
Type_1/918.jpg,1549.132620,2070.399776,3096.000000,4128.000000,14.198900,0.596120,23.818881
Type_1/991.jpg,1226.029392,1628.975904,2448.000000,3264.000000,6.397635,0.304638,21.000765
Type_1/579.jpg,1548.325596,2058.086640,3096.000000,4128.000000,8.214524,0.315134,26.066779
Type_1/663.jpg,1555.174464,2058.151312,3096.000000,4128.000000,22.646592,1.066046,21.243535
Type_1/668.jpg,1226.533680,1629.529152,2448.000000,3264.000000,5.306022,0.317089,16.733520
Type_1/470.jpg,1548.851916,2064.555904,3096.000000,4128.000000,12.552941,0.582260,21.559005
Type_1/560.jpg,1552.130580,2059.899520,3096.000000,4128.000000,6.039797,0.272354,22.176311
Type_1/342.jpg,1543.589748,2061.569296,3096.000000,4128.000000,15.696536,0.682267,23.006445
Type_1/763.jpg,1552.190952,2065.230144,3096.000000,4128.000000,15.350222,0.683613,22.454554
Type_1/205.jpg,1550.069676,2056.754672,3096.000000,4128.000000,18.345078,0.677885,27.062240
Type_1/1220.jpg,1555.038756,2062.789120,3096.000000,4128.000000,13.513264,0.642159,21.043471
Type_1/1123.jpg,1553.651748,2066.306864,3096.000000,4128.000000,19.507065,0.766033,25.465042
Type_1/582.jpg,2071.542544,1546.789464,4128.000000,3096.000000,29.887621,1.185284,25.215571
Type_1/265.jpg,1549.858632,2061.145488,3096.000000,4128.000000,6.158961,0.280929,21.923589
Type_1/48.jpg,1544.022156,2066.952208,3096.000000,4128.000000,22.322053,0.970345,23.004245
Type_1/1139.jpg,1555.345260,2064.708640,3096.000000,4128.000000,25.443768,1.046342,24.316878
Type_1/239.jpg,1225.105680,1629.726080,2448.000000,3264.000000,7.645282,0.461342,16.571822
Type_1/7.jpg,1228.355808,1630.607360,2448.000000,3264.000000,12.308611,0.686403,17.932044
Type_1/745.jpg,1553.048028,2060.872352,3096.000000,4128.000000,6.950412,0.323591,21.478972
Type_1/1033.jpg,1551.590328,2067.183376,3096.000000,4128.000000,12.335644,0.550615,22.403406
Type_1/1326.jpg,1222.226832,1633.579232,2448.000000,3264.000000,7.342751,0.448222,16.381949
Type_1/1414.jpg,1551.989712,2062.335040,3096.000000,4128.000000,11.213616,0.413772,27.100963
Type_1/660.jpg,1225.765416,1630.068800,2448.000000,3264.000000,6.108864,0.370540,16.486395
Type_1/1464.jpg,1551.878256,2061.143424,3096.000000,4128.000000,5.897831,0.267853,22.018923
Type_1/55.jpg,1550.028396,2060.949408,3096.000000,4128.000000,6.993507,0.319631,21.879953
Type_1/1174.jpg,1226.243184,1629.161952,2448.000000,3264.000000,5.894364,0.360530,16.349163
Type_1/201.jpg,1546.606800,2061.682816,3096.000000,4128.000000,14.970709,0.674823,22.184657
Type_1/1468.jpg,1227.273792,1630.364736,2448.000000,3264.000000,6.343747,0.381585,16.624709
Type_1/810.jpg,1551.920052,2059.568592,3096.000000,4128.000000,8.181797,0.396195,20.650934
Type_1/1204.jpg,1550.049036,2065.743392,3096.000000,4128.000000,15.532367,0.578146,26.865811
Type_1/769.jpg,1561.685840,2077.374347,3120.000000,4160.000000,12.378407,0.569586,21.732286
Type_1/1393.jpg,1544.630004,2068.307568,3096.000000,4128.000000,18.024458,0.827378,21.785025
Type_1/441.jpg,1226.039592,1636.226880,2448.000000,3264.000000,17.181233,1.049923,16.364273
Type_1/14.jpg,1226.295000,1629.445376,2448.000000,3264.000000,4.430512,0.270342,16.388548
Type_1/1071.jpg,1227.442296,1629.876768,2448.000000,3264.000000,5.239522,0.318677,16.441502
Type_1/471.jpg,1638.060160,1222.691136,3264.000000,2448.000000,10.141602,0.510457,19.867677
Type_1/1105.jpg,1550.655336,2059.583728,3096.000000,4128.000000,4.207633,0.197747,21.277886
Type_1/998.jpg,1226.847432,1629.104288,2448.000000,3264.000000,4.461997,0.271694,16.422903
Type_1/387.jpg,1226.409648,1628.828480,2448.000000,3264.000000,6.183874,0.378514,16.337226
Type_1/191.jpg,1546.905564,2067.178560,3096.000000,4128.000000,27.159412,1.236919,21.957312
Type_1/982.jpg,1226.666688,1629.379552,2448.000000,3264.000000,4.619194,0.277007,16.675387
Type_1/551.jpg,1554.298296,2059.108320,3096.000000,4128.000000,21.184478,0.974325,21.742712
Type_1/891.jpg,1565.158400,2076.023733,3120.000000,4160.000000,6.850821,0.295119,23.213795
Type_1/532.jpg,1226.968200,1630.314144,2448.000000,3264.000000,5.615983,0.332943,16.867713
Type_1/478.jpg,1226.374152,1629.096672,2448.000000,3264.000000,4.397472,0.267568,16.434964
Type_1/142.jpg,1550.425200,2060.008224,3096.000000,4128.000000,6.854413,0.320626,21.378206
Type_1/791.jpg,1227.471264,1629.522080,2448.000000,3264.000000,6.144001,0.375926,16.343637
Type_1/237.jpg,1552.203852,2060.636368,3096.000000,4128.000000,9.723950,0.401637,24.210803
Type_1/497.jpg,1224.877608,1631.427712,2448.000000,3264.000000,2.994646,0.177948,16.828795
Type_1/396.jpg,1226.503896,1629.696704,2448.000000,3264.000000,5.654512,0.345897,16.347371
Type_1/1289.jpg,1545.750240,2066.247696,3096.000000,4128.000000,25.358811,1.051137,24.125124
Type_1/764.jpg,1562.628080,2080.508907,3120.000000,4160.000000,12.191070,0.470599,25.905426
Type_1/873.jpg,1225.760928,1629.692352,2448.000000,3264.000000,5.576016,0.325714,17.119348
Type_1/1285.jpg,1226.018376,1628.346496,2448.000000,3264.000000,5.063928,0.300365,16.859271
Type_1/1093.jpg,1226.339472,1629.308288,2448.000000,3264.000000,4.554702,0.278721,16.341426
Type_1/47.jpg,1553.258556,2062.379072,3096.000000,4128.000000,31.892881,1.339955,23.801453
Type_1/1437.jpg,1551.699720,2062.216016,3096.000000,4128.000000,9.167613,0.442295,20.727393
Type_1/1077.jpg,1551.210552,2063.190224,3096.000000,4128.000000,9.109824,0.400600,22.740424
Type_1/356.jpg,1549.584636,2062.948736,3096.000000,4128.000000,7.450085,0.338369,22.017609
Type_1/977.jpg,1544.142384,2066.606832,3096.000000,4128.000000,20.717519,0.785331,26.380626
Type_1/624.jpg,1229.521464,1629.077632,2448.000000,3264.000000,7.604875,0.465948,16.321302
Type_1/1070.jpg,1226.733600,1631.268864,2448.000000,3264.000000,5.379601,0.261860,20.543816
Type_1/1079.jpg,1226.155464,1630.011136,2448.000000,3264.000000,2.168829,0.131625,16.477349
Type_1/920.jpg,1545.759528,2057.799744,3096.000000,4128.000000,10.570959,0.452986,23.336163
Type_1/12.jpg,1550.026332,2061.164064,3096.000000,4128.000000,8.903115,0.340580,26.141017
Type_1/1320.jpg,1550.226540,2065.128320,3096.000000,4128.000000,5.324903,0.256328,20.773815
Type_1/802.jpg,1544.351880,2066.754752,3096.000000,4128.000000,24.468420,1.121741,21.812901
Type_1/254.jpg,1546.825584,2065.580336,3096.000000,4128.000000,4.702948,0.217557,21.617132
Type_1/523.jpg,1564.132440,2075.825440,3120.000000,4160.000000,7.562529,0.363558,20.801454
Type_1/267.jpg,1226.767464,1630.876096,2448.000000,3264.000000,5.995839,0.351338,17.065726
Type_2/1316.jpg,1225.977576,1629.469856,2448.000000,3264.000000,4.848123,0.282373,17.169210
Type_2/1188.jpg,1227.215040,1629.775584,2448.000000,3264.000000,3.303766,0.198768,16.621190
Type_2/1074.jpg,1552.216236,2054.747776,3096.000000,4128.000000,30.588857,1.474325,20.747698
Type_2/1159.jpg,1226.042040,1632.232288,2448.000000,3264.000000,19.175518,1.158544,16.551398
Type_2/1428.jpg,1226.982072,1630.353312,2448.000000,3264.000000,5.689153,0.318481,17.863408
Type_2/693.jpg,1226.189736,1631.317280,2448.000000,3264.000000,19.815252,1.032695,19.187897
Type_2/863.jpg,1229.102040,1632.026112,2448.000000,3264.000000,11.304816,0.677438,16.687591
Type_2/777.jpg,1550.079996,2059.770864,3096.000000,4128.000000,9.396738,0.442638,21.228924
Type_2/374.jpg,1550.521692,2067.999344,3096.000000,4128.000000,13.835828,0.548791,25.211448
Type_2/72.jpg,1158.901686,2064.520816,2322.000000,4128.000000,17.943737,1.044641,17.176937
Type_2/389.jpg,1226.500224,1631.330880,2448.000000,3264.000000,9.032586,0.476294,18.964319
Type_2/1352.jpg,1226.887008,1629.169568,2448.000000,3264.000000,3.887318,0.224928,17.282490
Type_2/487.jpg,1225.012656,1625.351776,2448.000000,3264.000000,10.736945,0.652710,16.449789
Type_2/117.jpg,1547.973684,2062.964560,3096.000000,4128.000000,50.025366,2.125906,23.531316
Type_2/634.jpg,1227.003696,1629.576480,2448.000000,3264.000000,5.521681,0.338136,16.329779
Type_2/601.jpg,1222.334544,1631.124704,2448.000000,3264.000000,9.565412,0.519535,18.411496
Type_2/1148.jpg,1544.821440,2052.709232,3096.000000,4128.000000,42.116365,1.566057,26.893246
Type_2/549.jpg,1226.594472,1630.388672,2448.000000,3264.000000,6.456168,0.392801,16.436224
Type_2/718.jpg,1226.311320,1629.322432,2448.000000,3264.000000,3.699816,0.223013,16.590141
Type_2/912.jpg,1225.893528,1630.059008,2448.000000,3264.000000,4.431920,0.260441,17.017001
Type_2/312.jpg,1554.124920,2050.500752,3096.000000,4128.000000,23.046843,1.102290,20.908146
Type_2/159.jpg,1550.207448,2060.052944,3096.000000,4128.000000,11.475810,0.487028,23.562943
Type_2/1354.jpg,1225.667088,1629.162496,2448.000000,3264.000000,3.863415,0.236651,16.325395
Type_2/1388.jpg,1552.562988,2058.733360,3096.000000,4128.000000,10.353423,0.455543,22.727664
Type_2/644.jpg,1549.091340,2070.667408,3096.000000,4128.000000,32.727283,1.368933,23.907145
Type_2/178.jpg,1561.721720,2077.546293,3120.000000,4160.000000,5.465147,0.254234,21.496522
Type_2/1233.jpg,1227.116712,1628.659296,2448.000000,3264.000000,7.880639,0.468025,16.838068
Type_2/1218.jpg,1227.385584,1630.978912,2448.000000,3264.000000,17.618712,0.830724,21.208869
Type_2/366.jpg,1226.157096,1628.934016,2448.000000,3264.000000,7.838891,0.467869,16.754463
Type_2/216.jpg,1224.864960,1633.583584,2448.000000,3264.000000,12.185298,0.595273,20.470109
Type_2/1109.jpg,1229.657328,1627.588704,2448.000000,3264.000000,12.006303,0.552797,21.719208
Type_2/1102.jpg,1635.040960,1222.145640,3264.000000,2448.000000,7.911189,0.366315,21.596684
Type_2/1365.jpg,1226.339064,1629.122240,2448.000000,3264.000000,4.968667,0.295500,16.814428
Type_2/935.jpg,1226.552040,1629.093952,2448.000000,3264.000000,4.511665,0.276450,16.320002
Type_2/1215.jpg,1225.771944,1629.865888,2448.000000,3264.000000,4.293741,0.202690,21.183833
Type_2/375.jpg,1226.960040,1628.769184,2448.000000,3264.000000,6.693921,0.401500,16.672268
Type_2/976.jpg,1226.276232,1630.348416,2448.000000,3264.000000,4.701406,0.276774,16.986460
Type_2/1066.jpg,1551.383412,2060.639120,3096.000000,4128.000000,5.414759,0.261266,20.725072
Type_2/1122.jpg,1226.837640,1629.544928,2448.000000,3264.000000,5.094551,0.311798,16.339246
Type_2/546.jpg,1225.095072,1628.224640,2448.000000,3264.000000,17.407327,0.840644,20.707126
Type_2/1283.jpg,1550.793624,2061.433760,3096.000000,4128.000000,12.810957,0.614401,20.851128
Type_2/850.jpg,1549.036128,2060.978992,3096.000000,4128.000000,3.681322,0.173050,21.273185
Type_2/157.jpg,1226.727480,1630.067712,2448.000000,3264.000000,4.017249,0.243805,16.477300
Type_2/702.jpg,1554.629568,2062.228400,3096.000000,4128.000000,8.926052,0.424069,21.048586
Type_2/1342.jpg,1228.982088,1629.967616,2448.000000,3264.000000,6.978390,0.417957,16.696435
Type_2/960.jpg,1551.071232,2065.869296,3096.000000,4128.000000,20.403158,0.819934,24.883898
Type_2/231.jpg,1548.744072,2065.312704,3096.000000,4128.000000,12.377315,0.580899,21.307183
Type_2/1132.jpg,1543.647024,2070.262176,3096.000000,4128.000000,27.393686,1.309482,20.919485
Type_2/493.jpg,1551.350904,2062.983136,3096.000000,4128.000000,5.912406,0.229456,25.767071
Type_2/1383.jpg,1546.781724,2058.565488,3096.000000,4128.000000,24.879004,0.934201,26.631318
Type_2/1231.jpg,1550.437068,2060.868224,3096.000000,4128.000000,5.596835,0.256656,21.806726
Type_2/852.jpg,1226.120376,1630.112320,2448.000000,3264.000000,3.030627,0.170513,17.773584
Type_2/1036.jpg,1227.860496,1629.261504,2448.000000,3264.000000,9.480448,0.574736,16.495302
Type_2/961.jpg,1226.785008,1629.740768,2448.000000,3264.000000,4.693980,0.284787,16.482445
Type_2/353.jpg,1224.776424,1635.725312,2448.000000,3264.000000,20.720710,1.264230,16.389986
Type_2/1018.jpg,1546.406076,2068.093600,3096.000000,4128.000000,25.891582,0.957032,27.054052
Type_2/447.jpg,1549.682676,2061.535584,3096.000000,4128.000000,8.911614,0.429936,20.727746
Type_2/270.jpg,1225.985328,1629.575392,2448.000000,3264.000000,5.203399,0.318536,16.335362
Type_2/1147.jpg,1552.382904,2061.682816,3096.000000,4128.000000,12.444668,0.597551,20.826132
Type_2/862.jpg,1550.804460,2060.886112,3096.000000,4128.000000,6.072805,0.294225,20.640002
Type_2/756.jpg,1226.292144,1629.679840,2448.000000,3264.000000,5.074005,0.283012,17.928617
Type_2/942.jpg,1226.357016,1628.876352,2448.000000,3264.000000,3.127633,0.180772,17.301492
Type_2/792.jpg,1226.385576,1629.422528,2448.000000,3264.000000,1.990403,0.117399,16.954139
Type_2/1010.jpg,1225.457376,1630.542080,2448.000000,3264.000000,3.471961,0.203434,17.066751
Type_2/1187.jpg,1226.579376,1631.146464,2448.000000,3264.000000,5.802816,0.354097,16.387665
Type_2/1076.jpg,1227.460248,1629.167936,2448.000000,3264.000000,4.646675,0.278028,16.712998
Type_2/712.jpg,1227.319488,1629.270208,2448.000000,3264.000000,6.409486,0.388098,16.515110
Type_2/720.jpg,1226.217888,1625.865856,2448.000000,3264.000000,10.948023,0.654314,16.732066
Type_2/1446.jpg,1226.033880,1629.443200,2448.000000,3264.000000,4.223680,0.235549,17.931182
Type_2/177.jpg,1227.785016,1630.400640,2448.000000,3264.000000,8.687656,0.431602,20.128845
Type_2/1276.jpg,1226.287248,1629.406752,2448.000000,3264.000000,7.133456,0.430569,16.567506
Type_2/1149.jpg,1551.663084,2064.252496,3096.000000,4128.000000,15.689830,0.710475,22.083583
Type_2/1302.jpg,1552.688376,2064.065360,3096.000000,4128.000000,10.453807,0.385190,27.139338
Type_2/310.jpg,1549.603728,2070.386016,3096.000000,4128.000000,18.195998,0.824758,22.062219
