#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1448.jpg,3399229,{},4,3,"{""name"":""rect"",""x"":1025,""y"":535,""width"":749,""height"":892}","{""cervix shape"":""curve""}"
1447.jpg,7589044,{},4,0,"{""name"":""point"",""cx"":971,""cy"":2827}",{}
1447.jpg,7589044,{},4,1,"{""name"":""point"",""cx"":1122,""cy"":2973}",{}
1447.jpg,7589044,{},4,2,"{""name"":""point"",""cx"":1217,""cy"":3060}",{}
1447.jpg,7589044,{},4,3,"{""name"":""rect"",""x"":515,""y"":1910,""width"":1304,""height"":1774}","{""cervix shape"":""curve""}"
1442.jpg,6027494,{},4,0,"{""name"":""point"",""cx"":907,""cy"":2271}",{}
1442.jpg,6027494,{},4,1,"{""name"":""point"",""cx"":958,""cy"":2239}",{}
1442.jpg,6027494,{},4,2,"{""name"":""point"",""cx"":1008,""cy"":2234}",{}
1442.jpg,6027494,{},4,3,"{""name"":""rect"",""x"":347,""y"":1281,""width"":1236,""height"":1797}","{""cervix shape"":""circle""}"
1434.jpg,2400435,{},4,0,"{""name"":""point"",""cx"":2125,""cy"":474}",{}
1434.jpg,2400435,{},4,1,"{""name"":""point"",""cx"":2202,""cy"":502}",{}
1434.jpg,2400435,{},4,2,"{""name"":""point"",""cx"":2262,""cy"":502}",{}
1434.jpg,2400435,{},4,3,"{""name"":""rect"",""x"":1258,""y"":32,""width"":1596,""height"":1117}","{""cervix shape"":""curve""}"
1431.jpg,3353821,{},4,0,"{""name"":""point"",""cx"":1273,""cy"":1741}",{}
1431.jpg,3353821,{},4,1,"{""name"":""point"",""cx"":1330,""cy"":1741}",{}
1431.jpg,3353821,{},4,2,"{""name"":""point"",""cx"":1388,""cy"":1756}",{}
1431.jpg,3353821,{},4,3,"{""name"":""rect"",""x"":862,""y"":1359,""width"":909,""height"":764}","{""cervix shape"":""curve""}"
1429.jpg,5061527,{},4,0,"{""name"":""point"",""cx"":748,""cy"":999}",{}
1429.jpg,5061527,{},4,1,"{""name"":""point"",""cx"":812,""cy"":985}",{}
1429.jpg,5061527,{},4,2,"{""name"":""point"",""cx"":871,""cy"":930}",{}
1429.jpg,5061527,{},4,3,"{""name"":""rect"",""x"":165,""y"":246,""width"":1724,""height"":1842}","{""cervix shape"":""curve""}"
1425.jpg,3495654,{},4,0,"{""name"":""point"",""cx"":876,""cy"":1053}",{}
1425.jpg,3495654,{},4,1,"{""name"":""point"",""cx"":891,""cy"":1078}",{}
1425.jpg,3495654,{},4,2,"{""name"":""point"",""cx"":923,""cy"":1085}",{}
1425.jpg,3495654,{},4,3,"{""name"":""rect"",""x"":537,""y"":681,""width"":844,""height"":865}","{""cervix shape"":""curve""}"
1423.jpg,3243718,{},4,0,"{""name"":""point"",""cx"":973,""cy"":1219}",{}
1423.jpg,3243718,{},4,1,"{""name"":""point"",""cx"":1009,""cy"":1226}",{}
1423.jpg,3243718,{},4,2,"{""name"":""point"",""cx"":984,""cy"":1237}",{}
1423.jpg,3243718,{},4,3,"{""name"":""rect"",""x"":609,""y"":966,""width"":743,""height"":609}","{""cervix shape"":""circle""}"
1420.jpg,3589494,{},4,0,"{""name"":""point"",""cx"":1366,""cy"":1291}",{}
1420.jpg,3589494,{},4,1,"{""name"":""point"",""cx"":1348,""cy"":1302}",{}
1420.jpg,3589494,{},4,2,"{""name"":""point"",""cx"":1345,""cy"":1327}",{}
1420.jpg,3589494,{},4,3,"{""name"":""rect"",""x"":876,""y"":974,""width"":909,""height"":663}","{""cervix shape"":""circle""}"
1417.jpg,6052212,{},4,0,"{""name"":""point"",""cx"":1482,""cy"":2581}",{}
1417.jpg,6052212,{},4,1,"{""name"":""point"",""cx"":1555,""cy"":2563}",{}
1417.jpg,6052212,{},4,2,"{""name"":""point"",""cx"":1537,""cy"":2599}",{}
1417.jpg,6052212,{},4,3,"{""name"":""rect"",""x"":665,""y"":1974,""width"":1701,""height"":1354}","{""cervix shape"":""circle""}"
1412.jpg,6037159,{},4,0,"{""name"":""point"",""cx"":1436,""cy"":2248}",{}
1412.jpg,6037159,{},4,1,"{""name"":""point"",""cx"":1569,""cy"":2248}",{}
1412.jpg,6037159,{},4,2,"{""name"":""point"",""cx"":1714,""cy"":2193}",{}
1412.jpg,6037159,{},4,3,"{""name"":""rect"",""x"":825,""y"":1518,""width"":1359,""height"":1322}","{""cervix shape"":""curve""}"
1410.jpg,5715606,{},4,0,"{""name"":""point"",""cx"":1660,""cy"":2221}",{}
1410.jpg,5715606,{},4,1,"{""name"":""point"",""cx"":1774,""cy"":2234}",{}
1410.jpg,5715606,{},4,2,"{""name"":""point"",""cx"":1842,""cy"":2298}",{}
1410.jpg,5715606,{},4,3,"{""name"":""rect"",""x"":844,""y"":1637,""width"":1537,""height"":1208}","{""cervix shape"":""curve""}"
1409.jpg,3780566,{},4,0,"{""name"":""point"",""cx"":999,""cy"":1622}",{}
1409.jpg,3780566,{},4,1,"{""name"":""point"",""cx"":1017,""cy"":1644}",{}
1409.jpg,3780566,{},4,2,"{""name"":""point"",""cx"":995,""cy"":1648}",{}
1409.jpg,3780566,{},4,3,"{""name"":""rect"",""x"":703,""y"":1327,""width"":588,""height"":689}","{""cervix shape"":""circle""}"
1408.jpg,1927010,{},4,0,"{""name"":""point"",""cx"":1078,""cy"":2120}",{}
1408.jpg,1927010,{},4,1,"{""name"":""point"",""cx"":1071,""cy"":2181}",{}
1408.jpg,1927010,{},4,2,"{""name"":""point"",""cx"":1078,""cy"":2232}",{}
1408.jpg,1927010,{},4,3,"{""name"":""rect"",""x"":717,""y"":1471,""width"":721,""height"":1143}","{""cervix shape"":""curve""}"
1404.jpg,2931750,{},4,0,"{""name"":""point"",""cx"":1197,""cy"":1345}",{}
1404.jpg,2931750,{},4,1,"{""name"":""point"",""cx"":1273,""cy"":1352}",{}
1404.jpg,2931750,{},4,2,"{""name"":""point"",""cx"":1345,""cy"":1327}",{}
1404.jpg,2931750,{},4,3,"{""name"":""rect"",""x"":750,""y"":653,""width"":1100,""height"":1612}","{""cervix shape"":""curve""}"
1403.jpg,3527844,{},4,0,"{""name"":""point"",""cx"":934,""cy"":2120}",{}
1403.jpg,3527844,{},4,1,"{""name"":""point"",""cx"":1049,""cy"":2131}",{}
1403.jpg,3527844,{},4,2,"{""name"":""point"",""cx"":1125,""cy"":2073}",{}
1403.jpg,3527844,{},4,3,"{""name"":""rect"",""x"":490,""y"":1539,""width"":1118,""height"":1035}","{""cervix shape"":""curve""}"
1402.jpg,3762513,{},4,0,"{""name"":""point"",""cx"":1475,""cy"":804}",{}
1402.jpg,3762513,{},4,1,"{""name"":""point"",""cx"":1529,""cy"":844}",{}
1402.jpg,3762513,{},4,2,"{""name"":""point"",""cx"":1478,""cy"":869}",{}
1402.jpg,3762513,{},4,3,"{""name"":""rect"",""x"":1121,""y"":508,""width"":894,""height"":847}","{""cervix shape"":""circle""}"
1401.jpg,3299111,{},4,0,"{""name"":""point"",""cx"":1901,""cy"":1081}",{}
1401.jpg,3299111,{},4,1,"{""name"":""point"",""cx"":1952,""cy"":1158}",{}
1401.jpg,3299111,{},4,2,"{""name"":""point"",""cx"":2006,""cy"":1149}",{}
1401.jpg,3299111,{},4,3,"{""name"":""rect"",""x"":1295,""y"":492,""width"":1281,""height"":1181}","{""cervix shape"":""curve""}"
1400.jpg,3004828,{},4,0,"{""name"":""point"",""cx"":1334,""cy"":1388}",{}
1400.jpg,3004828,{},4,1,"{""name"":""point"",""cx"":1431,""cy"":1410}",{}
1400.jpg,3004828,{},4,2,"{""name"":""point"",""cx"":1485,""cy"":1410}",{}
1400.jpg,3004828,{},4,3,"{""name"":""rect"",""x"":872,""y"":746,""width"":1157,""height"":1258}","{""cervix shape"":""curve""}"
1397.jpg,3692858,{},4,0,"{""name"":""point"",""cx"":501,""cy"":1684}",{}
1397.jpg,3692858,{},4,1,"{""name"":""point"",""cx"":699,""cy"":1651}",{}
1397.jpg,3692858,{},4,2,"{""name"":""point"",""cx"":891,""cy"":1648}",{}
1397.jpg,3692858,{},4,3,"{""name"":""rect"",""x"":155,""y"":934,""width"":1262,""height"":1702}","{""cervix shape"":""curve""}"
1396.jpg,2478787,{},4,0,"{""name"":""point"",""cx"":1254,""cy"":2316}",{}
1396.jpg,2478787,{},4,1,"{""name"":""point"",""cx"":1487,""cy"":2394}",{}
1396.jpg,2478787,{},4,2,"{""name"":""point"",""cx"":1760,""cy"":2417}",{}
1396.jpg,2478787,{},4,3,"{""name"":""rect"",""x"":392,""y"":1491,""width"":2207,""height"":1724}","{""cervix shape"":""curve""}"
1394.jpg,3130305,{},4,0,"{""name"":""point"",""cx"":1193,""cy"":1907}",{}
1394.jpg,3130305,{},4,1,"{""name"":""point"",""cx"":1287,""cy"":1918}",{}
1394.jpg,3130305,{},4,2,"{""name"":""point"",""cx"":1348,""cy"":1886}",{}
1394.jpg,3130305,{},4,3,"{""name"":""rect"",""x"":898,""y"":1565,""width"":739,""height"":674}","{""cervix shape"":""curve""}"
1387.jpg,3231485,{},4,0,"{""name"":""point"",""cx"":1632,""cy"":2480}",{}
1387.jpg,3231485,{},4,1,"{""name"":""point"",""cx"":1591,""cy"":2517}",{}
1387.jpg,3231485,{},4,2,"{""name"":""point"",""cx"":1660,""cy"":2531}",{}
1387.jpg,3231485,{},4,3,"{""name"":""rect"",""x"":1208,""y"":2020,""width"":880,""height"":889}","{""cervix shape"":""circle""}"
1382.jpg,2958635,{},4,0,"{""name"":""point"",""cx"":1046,""cy"":1795}",{}
1382.jpg,2958635,{},4,1,"{""name"":""point"",""cx"":1078,""cy"":1893}",{}
1382.jpg,2958635,{},4,2,"{""name"":""point"",""cx"":1114,""cy"":1954}",{}
1382.jpg,2958635,{},4,3,"{""name"":""rect"",""x"":620,""y"":1406,""width"":927,""height"":948}","{""cervix shape"":""curve""}"
1375.jpg,4699003,{},4,0,"{""name"":""point"",""cx"":1399,""cy"":1132}",{}
1375.jpg,4699003,{},4,1,"{""name"":""point"",""cx"":1493,""cy"":1172}",{}
1375.jpg,4699003,{},4,2,"{""name"":""point"",""cx"":1576,""cy"":1172}",{}
1375.jpg,4699003,{},4,3,"{""name"":""rect"",""x"":764,""y"":606,""width"":1489,""height"":1208}","{""cervix shape"":""curve""}"
1374.jpg,6848931,{},4,0,"{""name"":""point"",""cx"":771,""cy"":2011}",{}
1374.jpg,6848931,{},4,1,"{""name"":""point"",""cx"":657,""cy"":1947}",{}
1374.jpg,6848931,{},4,2,"{""name"":""point"",""cx"":575,""cy"":1746}",{}
1374.jpg,6848931,{},4,3,"{""name"":""rect"",""x"":155,""y"":825,""width"":1299,""height"":1970}","{""cervix shape"":""curve""}"
1372.jpg,2050978,{},4,0,"{""name"":""point"",""cx"":2182,""cy"":1041}",{}
1372.jpg,2050978,{},4,1,"{""name"":""point"",""cx"":2220,""cy"":1093}",{}
1372.jpg,2050978,{},4,2,"{""name"":""point"",""cx"":2250,""cy"":1155}",{}
1372.jpg,2050978,{},4,3,"{""name"":""rect"",""x"":1785,""y"":665,""width"":825,""height"":855}","{""cervix shape"":""curve""}"
1367.jpg,3461932,{},4,0,"{""name"":""point"",""cx"":1691,""cy"":1020}",{}
1367.jpg,3461932,{},4,1,"{""name"":""point"",""cx"":1720,""cy"":1006}",{}
1367.jpg,3461932,{},4,2,"{""name"":""point"",""cx"":1713,""cy"":1035}",{}
1367.jpg,3461932,{},4,3,"{""name"":""rect"",""x"":1312,""y"":667,""width"":692,""height"":707}","{""cervix shape"":""circle""}"
1366.jpg,2591938,{},4,0,"{""name"":""point"",""cx"":1121,""cy"":2041}",{}
1366.jpg,2591938,{},4,1,"{""name"":""point"",""cx"":1215,""cy"":2001}",{}
1366.jpg,2591938,{},4,2,"{""name"":""point"",""cx"":1305,""cy"":1954}",{}
1366.jpg,2591938,{},4,3,"{""name"":""rect"",""x"":822,""y"":1500,""width"":880,""height"":919}","{""cervix shape"":""curve""}"
1364.jpg,2678487,{},4,0,"{""name"":""point"",""cx"":822,""cy"":1431}",{}
1364.jpg,2678487,{},4,1,"{""name"":""point"",""cx"":1035,""cy"":1428}",{}
1364.jpg,2678487,{},4,2,"{""name"":""point"",""cx"":1193,""cy"":1449}",{}
1364.jpg,2678487,{},4,3,"{""name"":""rect"",""x"":476,""y"":1050,""width"":1092,""height"":862}","{""cervix shape"":""curve""}"
1360.jpg,4050256,{},4,0,"{""name"":""point"",""cx"":1435,""cy"":1586}",{}
1360.jpg,4050256,{},4,1,"{""name"":""point"",""cx"":1640,""cy"":1604}",{}
1360.jpg,4050256,{},4,2,"{""name"":""point"",""cx"":1770,""cy"":1648}",{}
1360.jpg,4050256,{},4,3,"{""name"":""rect"",""x"":782,""y"":959,""width"":1471,""height"":1240}","{""cervix shape"":""curve""}"
1355.jpg,3613088,{},4,0,"{""name"":""point"",""cx"":1240,""cy"":1763}",{}
1355.jpg,3613088,{},4,1,"{""name"":""point"",""cx"":1352,""cy"":1817}",{}
1355.jpg,3613088,{},4,2,"{""name"":""point"",""cx"":1424,""cy"":1839}",{}
1355.jpg,3613088,{},4,3,"{""name"":""rect"",""x"":411,""y"":1078,""width"":1590,""height"":1197}","{""cervix shape"":""curve""}"
1351.jpg,5901027,{},4,0,"{""name"":""point"",""cx"":1030,""cy"":1961}",{}
1351.jpg,5901027,{},4,1,"{""name"":""point"",""cx"":1295,""cy"":2006}",{}
1351.jpg,5901027,{},4,2,"{""name"":""point"",""cx"":1509,""cy"":1997}",{}
1351.jpg,5901027,{},4,3,"{""name"":""rect"",""x"":388,""y"":1208,""width"":1783,""height"":1509}","{""cervix shape"":""curve""}"
1350.jpg,2809845,{},4,0,"{""name"":""point"",""cx"":1085,""cy"":1110}",{}
1350.jpg,2809845,{},4,1,"{""name"":""point"",""cx"":1154,""cy"":1121}",{}
1350.jpg,2809845,{},4,2,"{""name"":""point"",""cx"":1226,""cy"":1157}",{}
1350.jpg,2809845,{},4,3,"{""name"":""rect"",""x"":660,""y"":739,""width"":1009,""height"":811}","{""cervix shape"":""curve""}"
1347.jpg,2694386,{},4,0,"{""name"":""point"",""cx"":1125,""cy"":1666}",{}
1347.jpg,2694386,{},4,1,"{""name"":""point"",""cx"":1183,""cy"":1651}",{}
1347.jpg,2694386,{},4,2,"{""name"":""point"",""cx"":1240,""cy"":1630}",{}
1347.jpg,2694386,{},4,3,"{""name"":""rect"",""x"":865,""y"":1237,""width"":746,""height"":876}","{""cervix shape"":""curve""}"
1341.jpg,2753676,{},4,0,"{""name"":""point"",""cx"":1561,""cy"":1078}",{}
1341.jpg,2753676,{},4,1,"{""name"":""point"",""cx"":1655,""cy"":1118}",{}
1341.jpg,2753676,{},4,2,"{""name"":""point"",""cx"":1752,""cy"":1161}",{}
1341.jpg,2753676,{},4,3,"{""name"":""rect"",""x"":1172,""y"":735,""width"":1002,""height"":836}","{""cervix shape"":""curve""}"
1335.jpg,6817260,{},4,0,"{""name"":""point"",""cx"":707,""cy"":1491}",{}
1335.jpg,6817260,{},4,1,"{""name"":""point"",""cx"":971,""cy"":1532}",{}
1335.jpg,6817260,{},4,2,"{""name"":""point"",""cx"":1186,""cy"":1596}",{}
1335.jpg,6817260,{},4,3,"{""name"":""rect"",""x"":269,""y"":647,""width"":1441,""height"":1810}","{""cervix shape"":""curve""}"
1333.jpg,2734256,{},4,0,"{""name"":""point"",""cx"":1382,""cy"":2699}",{}
1333.jpg,2734256,{},4,1,"{""name"":""point"",""cx"":1860,""cy"":2677}",{}
1333.jpg,2734256,{},4,2,"{""name"":""point"",""cx"":2088,""cy"":2563}",{}
1333.jpg,2734256,{},4,3,"{""name"":""rect"",""x"":625,""y"":1897,""width"":2047,""height"":1436}","{""cervix shape"":""curve""}"
1332.jpg,3347048,{},4,0,"{""name"":""point"",""cx"":836,""cy"":1788}",{}
1332.jpg,3347048,{},4,1,"{""name"":""point"",""cx"":891,""cy"":1767}",{}
1332.jpg,3347048,{},4,2,"{""name"":""point"",""cx"":891,""cy"":1810}",{}
1332.jpg,3347048,{},4,3,"{""name"":""rect"",""x"":573,""y"":1294,""width"":779,""height"":1017}","{""cervix shape"":""circle""}"
1323.jpg,3923281,{},4,0,"{""name"":""point"",""cx"":1204,""cy"":1208}",{}
1323.jpg,3923281,{},4,1,"{""name"":""point"",""cx"":1291,""cy"":1219}",{}
1323.jpg,3923281,{},4,2,"{""name"":""point"",""cx"":1352,""cy"":1240}",{}
1323.jpg,3923281,{},4,3,"{""name"":""rect"",""x"":858,""y"":909,""width"":757,""height"":653}","{""cervix shape"":""curve""}"
1309.jpg,2872735,{},4,0,"{""name"":""point"",""cx"":1352,""cy"":1799}",{}
1309.jpg,2872735,{},4,1,"{""name"":""point"",""cx"":1421,""cy"":1796}",{}
1309.jpg,2872735,{},4,2,"{""name"":""point"",""cx"":1482,""cy"":1774}",{}
1309.jpg,2872735,{},4,3,"{""name"":""rect"",""x"":822,""y"":1269,""width"":1327,""height"":1161}","{""cervix shape"":""curve""}"
1307.jpg,2587593,{},4,0,"{""name"":""point"",""cx"":1323,""cy"":804}",{}
1307.jpg,2587593,{},4,1,"{""name"":""point"",""cx"":1388,""cy"":793}",{}
1307.jpg,2587593,{},4,2,"{""name"":""point"",""cx"":1435,""cy"":811}",{}
1307.jpg,2587593,{},4,3,"{""name"":""rect"",""x"":880,""y"":552,""width"":963,""height"":854}","{""cervix shape"":""curve""}"
1306.jpg,3034502,{},4,0,"{""name"":""point"",""cx"":1428,""cy"":1514}",{}
1306.jpg,3034502,{},4,1,"{""name"":""point"",""cx"":1503,""cy"":1500}",{}
1306.jpg,3034502,{},4,2,"{""name"":""point"",""cx"":1576,""cy"":1525}",{}
1306.jpg,3034502,{},4,3,"{""name"":""rect"",""x"":1049,""y"":1121,""width"":876,""height"":909}","{""cervix shape"":""curve""}"
1300.jpg,2671557,{},4,0,"{""name"":""point"",""cx"":692,""cy"":667}",{}
1300.jpg,2671557,{},4,1,"{""name"":""point"",""cx"":743,""cy"":645}",{}
1300.jpg,2671557,{},4,2,"{""name"":""point"",""cx"":732,""cy"":710}",{}
1300.jpg,2671557,{},4,3,"{""name"":""rect"",""x"":336,""y"":318,""width"":851,""height"":815}","{""cervix shape"":""curve""}"
1296.jpg,3184414,{},4,0,"{""name"":""point"",""cx"":1550,""cy"":1651}",{}
1296.jpg,3184414,{},4,1,"{""name"":""point"",""cx"":1692,""cy"":1573}",{}
1296.jpg,3184414,{},4,2,"{""name"":""point"",""cx"":1806,""cy"":1482}",{}
1296.jpg,3184414,{},4,3,"{""name"":""rect"",""x"":931,""y"":966,""width"":1550,""height"":1318}","{""cervix shape"":""curve""}"
1291.jpg,3096617,{},4,0,"{""name"":""point"",""cx"":1168,""cy"":1554}",{}
1291.jpg,3096617,{},4,1,"{""name"":""point"",""cx"":1190,""cy"":1586}",{}
1291.jpg,3096617,{},4,2,"{""name"":""point"",""cx"":1208,""cy"":1622}",{}
1291.jpg,3096617,{},4,3,"{""name"":""rect"",""x"":443,""y"":836,""width"":1460,""height"":1406}","{""cervix shape"":""curve""}"
1287.jpg,3772216,{},4,0,"{""name"":""point"",""cx"":685,""cy"":1262}",{}
1287.jpg,3772216,{},4,1,"{""name"":""point"",""cx"":1201,""cy"":1309}",{}
1287.jpg,3772216,{},4,2,"{""name"":""point"",""cx"":1651,""cy"":1370}",{}
1287.jpg,3772216,{},4,3,"{""name"":""rect"",""x"":267,""y"":674,""width"":1943,""height"":1283}","{""cervix shape"":""curve""}"
1286.jpg,3565635,{},4,0,"{""name"":""point"",""cx"":728,""cy"":764}",{}
1286.jpg,3565635,{},4,1,"{""name"":""point"",""cx"":872,""cy"":735}",{}
1286.jpg,3565635,{},4,2,"{""name"":""point"",""cx"":1020,""cy"":699}",{}
1286.jpg,3565635,{},4,3,"{""name"":""rect"",""x"":361,""y"":382,""width"":1028,""height"":754}","{""cervix shape"":""curve""}"
1284.jpg,3247144,{},4,0,"{""name"":""point"",""cx"":746,""cy"":847}",{}
1284.jpg,3247144,{},4,1,"{""name"":""point"",""cx"":955,""cy"":836}",{}
1284.jpg,3247144,{},4,2,"{""name"":""point"",""cx"":1121,""cy"":811}",{}
1284.jpg,3247144,{},4,3,"{""name"":""rect"",""x"":130,""y"":385,""width"":1637,""height"":1125}","{""cervix shape"":""curve""}"
1280.jpg,2200862,{},4,0,"{""name"":""point"",""cx"":1348,""cy"":2563}",{}
1280.jpg,2200862,{},4,1,"{""name"":""point"",""cx"":1428,""cy"":2617}",{}
1280.jpg,2200862,{},4,2,"{""name"":""point"",""cx"":1489,""cy"":2621}",{}
1280.jpg,2200862,{},4,3,"{""name"":""rect"",""x"":937,""y"":2141,""width"":952,""height"":883}","{""cervix shape"":""curve""}"
1278.jpg,2787442,{},4,0,"{""name"":""point"",""cx"":1226,""cy"":1806}",{}
1278.jpg,2787442,{},4,1,"{""name"":""point"",""cx"":1298,""cy"":1824}",{}
1278.jpg,2787442,{},4,2,"{""name"":""point"",""cx"":1417,""cy"":1799}",{}
1278.jpg,2787442,{},4,3,"{""name"":""rect"",""x"":891,""y"":1302,""width"":699,""height"":898}","{""cervix shape"":""curve""}"
1277.jpg,2775625,{},4,0,"{""name"":""point"",""cx"":1049,""cy"":1561}",{}
1277.jpg,2775625,{},4,1,"{""name"":""point"",""cx"":1096,""cy"":1557}",{}
1277.jpg,2775625,{},4,2,"{""name"":""point"",""cx"":1125,""cy"":1576}",{}
1277.jpg,2775625,{},4,3,"{""name"":""rect"",""x"":577,""y"":1064,""width"":948,""height"":1009}","{""cervix shape"":""circle""}"
1275.jpg,5603698,{},4,0,"{""name"":""point"",""cx"":1933,""cy"":1660}",{}
1275.jpg,5603698,{},4,1,"{""name"":""point"",""cx"":1947,""cy"":1733}",{}
1275.jpg,5603698,{},4,2,"{""name"":""point"",""cx"":1920,""cy"":1806}",{}
1275.jpg,5603698,{},4,3,"{""name"":""rect"",""x"":1427,""y"":1104,""width"":1021,""height"":1377}","{""cervix shape"":""curve""}"
1270.jpg,6070268,{},4,0,"{""name"":""point"",""cx"":1865,""cy"":347}",{}
1270.jpg,6070268,{},4,1,"{""name"":""point"",""cx"":2015,""cy"":419}",{}
1270.jpg,6070268,{},4,2,"{""name"":""point"",""cx"":2075,""cy"":497}",{}
1270.jpg,6070268,{},4,3,"{""name"":""rect"",""x"":866,""y"":5,""width"":2138,""height"":1281}","{""cervix shape"":""curve""}"
1268.jpg,4722684,{},4,0,"{""name"":""point"",""cx"":1208,""cy"":1251}",{}
1268.jpg,4722684,{},4,1,"{""name"":""point"",""cx"":1237,""cy"":1273}",{}
1268.jpg,4722684,{},4,2,"{""name"":""point"",""cx"":1283,""cy"":1294}",{}
1268.jpg,4722684,{},4,3,"{""name"":""rect"",""x"":772,""y"":937,""width"":981,""height"":761}","{""cervix shape"":""curve""}"
1265.jpg,7022418,{},4,0,"{""name"":""point"",""cx"":1286,""cy"":2079}",{}
1265.jpg,7022418,{},4,1,"{""name"":""point"",""cx"":1341,""cy"":2066}",{}
1265.jpg,7022418,{},4,2,"{""name"":""point"",""cx"":1331,""cy"":2120}",{}
1265.jpg,7022418,{},4,3,"{""name"":""rect"",""x"":816,""y"":1632,""width"":912,""height"":912}","{""cervix shape"":""circle""}"
